¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1201"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1021¦X®w¥x¤¤,22.25,0,10000,,2,102E¦X®w®ç¶é,22.30,4000,0 
3,102F¦X®w¦è¥x,22.30,0,1000,,4,1030¤g¡@¡@»È,22.20,2000,0 
5,1040»O    »È,22.15,571,0,,6,1040»O    »È,22.30,0,2000 
7,1041»O»È»ñ¤s,22.15,0,1,,8,1041»O»È»ñ¤s,22.20,5000,0 
9,1041»O»È»ñ¤s,22.30,0,5000,,10,1042»O»È»O«n,22.15,2000,0 
11,1042»O»È»O«n,22.35,0,2000,,12,1045»O»È·s¦Ë,22.20,1000,0 
13,1045»O»È·s¦Ë,22.25,3000,0,,14,104A»O»È»O¤¤,22.20,1000,0 
15,104A»O»È»O¤¤,22.40,0,2000,,16,1110¥ø    »È,22.15,1000,0 
17,1112¥ø»È¥x«n,22.15,10000,0,,18,1160¤é    ²±,22.15,1000,0 
19,1162¤é²±¥x«n,22.20,50000,0,,20,1163¤é²±¥x¤¤,22.20,1000,0 
21,1165¤é²±ªO¾ô,22.15,1000,0,,22,1169¤é²±¤hªL,22.40,0,1000 
23,116A¤é²±¤ì¬],22.20,0,5000,,24,116b¤é²±¶é°Ï,22.15,5000,0 
25,116c¤é²±Â×­ì,22.20,5000,0,,26,116c¤é²±Â×­ì,22.30,0,5000 
27,116c¤é²±Â×­ì,22.35,0,5000,,28,116f¤é²±´_¿³,22.30,2000,0 
29,116F¤é²±­ûªL,22.20,1000,0,,30,116F¤é²±­ûªL,22.25,1000,0 
31,116F¤é²±­ûªL,22.40,1000,0,,32,116i¤é²±¾ðªL,22.30,10000,0 
33,116j¤é²±ÀY¥÷,22.30,0,1000,,34,116L¤é²±¤j¼[,22.15,1000,0 
35,116m¤é²±©M¬ü,22.20,8000,0,,36,116S¤é²±·s²ø,22.30,2000,5000 
37,116S¤é²±·s²ø,22.40,10000,0,,38,116U¤é²±®ç¶é,22.15,2,0 
39,116V¤é²±¤æ¤»,22.25,0,2000,,40,1230¹ü    »È,22.20,9000,0 
41,1230¹ü    »È,22.45,0,9000,,42,1233¹ü»È¥x¤¤,22.35,0,1000 
43,1260§»    »·,22.15,5000,0,,44,1440¬üªL,22.15,1000,51000 
45,1440¬üªL,22.20,14000,2000,,46,1440¬üªL,22.25,5000,7000 
47,1440¬üªL,22.30,12000,0,,48,1440¬üªL,22.40,11000,0 
49,1440¬üªL,22.45,6000,0,,50,1470¥xÆW¼¯®Ú,22.20,12000,0 
51,1480¬ü°Ó°ª²±,22.25,4000,0,,52,1480¬ü°Ó°ª²±,22.30,4000,0 
53,1480¬ü°Ó°ª²±,22.35,0,2000,,54,1480¬ü°Ó°ª²±,22.45,0,7000 
55,1520·ç¤h«H¶U,22.15,1000,0,,56,1520·ç¤h«H¶U,22.20,1000,0 
57,1520·ç¤h«H¶U,22.25,9000,0,,58,1520·ç¤h«H¶U,22.30,2000,0 
59,1520·ç¤h«H¶U,22.40,9000,0,,60,1650·ç»È,22.25,5000,0 
61,2181¨ÈªFªO¾ô,22.25,1000,0,,62,2181¨ÈªFªO¾ô,22.40,0,1000 
63,5050¤j    ®i,22.15,0,1000,,64,5050¤j    ®i,22.20,2000,0 
65,5050¤j    ®i,22.30,0,1000,,66,5112´I¶©ªø¦w,22.15,186,0 
67,5261¤j¼yÄª¬w,22.20,0,7000,,68,5261¤j¼yÄª¬w,22.30,1000,0 
69,5322°ª¾ô¤¤Ãc,22.25,3000,0,,70,5383²Ä¤@°ª¶¯,22.35,0,1000 
71,5386²Ä¤@¹ü¤Æ,22.15,1000,2000,,72,5386²Ä¤@¹ü¤Æ,22.25,1000,0 
73,5386²Ä¤@¹ü¤Æ,22.35,0,2000,,74,5387²Ä¤@¼ê´ò,22.20,0,2000 
75,538D²Ä¤@©¾§µ,22.30,1000,4000,,76,538D²Ä¤@©¾§µ,22.45,0,1000 
77,538E²Ä¤@¦Û¥Ñ,22.15,0,1000,,78,538N²Ä¤@Â×­ì,22.15,2000,2000 
79,538N²Ä¤@Â×­ì,22.20,148000,0,,80,538W²Ä¤@µØ¦¿,22.15,0,10000 
81,538W²Ä¤@µØ¦¿,22.25,0,10000,,82,538W²Ä¤@µØ¦¿,22.30,0,30000 
83,538W²Ä¤@µØ¦¿,22.45,0,1000,,84,5850²Î    ¤@,22.30,0,3000 
85,5856²Î¤@¥x¤¤,22.30,0,1000,,86,5856²Î¤@¥x¤¤,22.35,0,5000 
87,585A²Î¤@°ò¶©,22.15,1000,0,,88,585g²Î¤@¥­Âí,22.15,5000,0 
89,585J²Î¤@¤T­«,22.25,2000,0,,90,5870¥ú    ¶©,22.25,5000,0 
91,5922¤¸´I·s©±,22.30,0,1000,,92,5926¤¸´I¥|ºû,22.15,1000,0 
93,5929¤¸´I¥x«n,22.45,0,1000,,94,592a¤¸´IªQ¼w,22.15,0,77 
95,592a¤¸´IªQ¼w,22.35,1000,0,,96,592b¤¸´IªO¾ô,22.20,0,2000 
97,592B¤¸´I¥Ã©M,22.40,0,1000,,98,592c¤¸´I¯Q¤é,22.20,5000,0 
99,592c¤¸´I¯Q¤é,22.40,0,5000,,100,592L¤¸´I¤¤Ãc,22.40,0,1000 
101,592M¤¸´I¹ü¤Æ,22.40,0,1000,,102,592n¤¸´I¦èªQ,22.15,1000,463 
103,592N¤¸´Iªê§À,22.25,1000,0,,104,592P¤¸´I¦P¤j,22.15,0,2000 
105,592P¤¸´I¦P¤j,22.30,3000,0,,106,592r¤¸´I«°ªF,22.15,11000,1000 
107,592U¤¸´I©yÄõ,22.20,0,4000,,108,592U¤¸´I©yÄõ,22.30,1000,0 
109,592z¤¸´I¤å¤ß,22.15,0,3000,,110,592Z¤¸´I¦w«n,22.15,0,1000 
111,601d™W¨ÈøÊÂ×,22.35,0,2000,,112,611A¤¤»ÈÂ×­ì,22.25,5000,0 
113,611A¤¤»ÈÂ×­ì,22.35,1000,0,,114,6160¤¤°ê«H°U,22.15,1000,0 
115,6160¤¤°ê«H°U,22.45,0,1000,,116,6161¤¤«H¤T­«,22.30,0,10000 
117,6164¤¤«H°U¤å,22.15,2000,0,,118,6165¤¤«H°U·s,22.25,0,2000 
119,6168¤¤«H¹Å¸q,22.20,0,1000,,120,6168¤¤«H¹Å¸q,22.35,0,6000 
121,616A¤¤«H¤¤Ãc,22.15,0,2000,,122,616A¤¤«H¤¤Ãc,22.20,0,1000 
123,616K¤¤«H°U°ª,22.35,0,20000,,124,6210·s ¦Ê ¤ý,22.30,0,2000 
125,6461¤j©÷¾ðªL,22.35,0,5000,,126,6463¤j©÷·s¦Ë,22.15,1,0 
127,6464¤j©÷·s©±,22.35,0,1000,,128,6465¤j©÷®ç¶é,22.20,0,70000 
129,7000¥üÂ×,22.25,0,1000,,130,7006¥üÂ×¥x«n,22.35,5000,0 
131,7007¥üÂ×¦Ë¥_,22.20,1000,0,,132,700a¥üÂ×©¾§µ,22.15,30000,0 
133,700C¥üÂ×¨ÓºÖ,22.20,0,1000,,134,700C¥üÂ×¨ÓºÖ,22.25,0,1000 
135,700f¥üÂ×³À´ä,22.30,0,1000,,136,700f¥üÂ×³À´ä,22.35,1000,0 
137,700G¥üÂ×³Â¨§,22.35,1000,0,,138,700J¥üÂ×¤½¯q,22.20,0,110000 
139,700k¥üÂ×­ûªL,22.35,5000,0,,140,700q¥üÂ×¤º´ò,22.20,0,135000 
141,700r¥üÂ×Ä_¦¨,22.15,5000,0,,142,700r¥üÂ×Ä_¦¨,22.20,10000,0 
143,700r¥üÂ×Ä_¦¨,22.25,10000,0,,144,700r¥üÂ×Ä_¦¨,22.30,5000,0 
145,700w¥üÂ×·s²ø,22.40,0,6000,,146,700Z¥üÂ×°ª¶¯,22.30,0,1000 
147,7750¥_    «°,22.20,0,1000,,148,7750¥_    «°,22.30,1000,0 
149,7750¥_    «°,22.35,1000,0,,150,7791°ê²¼¥xªF,22.30,0,4000 
151,779E°ê²¼«n®r,22.30,1000,0,,152,779E°ê²¼«n®r,22.35,1000,0 
153,779j°ê²¼©M¥­,22.20,0,3000,,154,779j°ê²¼©M¥­,22.25,0,2000 
155,779n°ê²¼«n¨Ê,22.15,3000,0,,156,779n°ê²¼«n¨Ê,22.20,4000,0 
157,779P°ê²¼¤E¹©,22.15,3000,0,,158,779P°ê²¼¤E¹©,22.25,0,3000 
159,779u°ê²¼ªø«°,22.30,0,20000,,160,779u°ê²¼ªø«°,22.35,0,10000 
161,779u°ê²¼ªø«°,22.45,0,20000,,162,779V°ê²¼¤Ñ²»,22.25,0,10000 
163,779V°ê²¼¤Ñ²»,22.30,10000,0,,164,8150¥x    ·s,22.20,2000,1000 
165,8150¥x    ·s,22.25,1000,0,,166,8150¥x    ·s,22.45,0,2000 
167,8156¥x·s¤T¥Á,22.15,1000,0,,168,8158¥x·sªQ¦¿,22.15,0,1000 
169,815A¥x·s°ª¶¯,22.15,1000,0,,170,815A¥x·s°ª¶¯,22.25,0,10000 
171,815B¥x·s¥x¤¤,22.25,3000,0,,172,815S¥x·s¤¤Ãc,22.35,0,1000 
173,8380¦w    ®õ,22.15,5000,0,,174,8440¼¯®Ú¤j³q,22.15,0,44000 
175,8440¼¯®Ú¤j³q,22.20,0,11000,,176,8440¼¯®Ú¤j³q,22.25,0,8000 
177,8440¼¯®Ú¤j³q,22.30,15000,1000,,178,8440¼¯®Ú¤j³q,22.35,53000,1000 
179,8440¼¯®Ú¤j³q,22.40,10000,1000,,180,8440¼¯®Ú¤j³q,22.45,34000,1000 
