¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1323"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,104A»O»È»O¤¤,33.25,0,1000,,2,1165¤é²±ªO¾ô,33.25,3000,0 
3,116C¤é²±¤K¼w,33.25,0,1000,,4,116C¤é²±¤K¼w,33.40,0,2000 
5,116j¤é²±ÀY¥÷,33.10,2000,0,,6,116j¤é²±ÀY¥÷,33.20,1000,0 
7,116V¤é²±¤æ¤»,33.20,5000,0,,8,116V¤é²±¤æ¤»,33.40,0,1000 
9,126U§»»·À]«e,33.10,100,0,,10,1440¬üªL,33.15,0,4000 
11,1440¬üªL,33.20,3000,8000,,12,1440¬üªL,33.25,19000,2000 
13,1520·ç¤h«H¶U,33.15,3000,0,,14,1520·ç¤h«H¶U,33.20,1000,0 
15,1520·ç¤h«H¶U,33.25,8000,0,,16,1570´ä°Óªk¿³,33.25,0,14000 
17,1570´ä°Óªk¿³,33.40,0,2000,,18,5383²Ä¤@°ª¶¯,33.20,2000,0 
19,5384²Ä¤@¥x«n,33.20,0,5000,,20,5604¥Ã¿³¤j¼[,33.40,0,1000 
21,5855²Î¤@¥x«n,33.25,1000,0,,22,585S²Î¤@©yÄõ,33.20,1000,0 
23,585S²Î¤@©yÄõ,33.25,5000,0,,24,5922¤¸´I·s©±,33.15,2000,0 
25,5922¤¸´I·s©±,33.25,2000,0,,26,592m¤¸´I¦¨¥\,33.40,0,2000 
27,592y¤¸´Iªá½¬,33.10,0,115,,28,601d™W¨ÈøÊÂ×,33.10,15,0 
29,601d™W¨ÈøÊÂ×,33.25,0,1000,,30,601d™W¨ÈøÊÂ×,33.40,0,2000 
31,700Z¥üÂ×°ª¶¯,33.40,0,1000,,32,7033­P©M©²«e,33.20,0,34000 
33,7033­P©M©²«e,33.25,2000,20000,,34,7033­P©M©²«e,33.30,6000,4000 
35,7033­P©M©²«e,33.40,27000,0,,36,779H°ê²¼¹Å¸q,33.20,0,20000 
37,779H°ê²¼¹Å¸q,33.25,0,30000,,38,815A¥x·s°ª¶¯,33.20,5000,0 
39,8440¼¯®Ú¤j³q,33.15,0,1000,,40,8440¼¯®Ú¤j³q,33.20,0,6000 
41,8440¼¯®Ú¤j³q,33.25,10000,3000,,42,8560·s    ¥ú,33.10,1000,0 
43,8560·s    ¥ú,33.15,5000,0,,44,8560·s    ¥ú,33.25,0,1000 
45,8560·s    ¥ú,33.40,0,5000,,46,8562·s¥ú°ª¶¯,33.40,0,1000 
47,8842¥É¤s·s²ø,33.25,2000,0,,48,8885°ê®õ®ç¶é,33.40,0,1000 
49,9135¸s¯q¸g°ê,33.25,3000,0,,50,9183¸s¯q°ª¶¯,33.10,0,1000 
51,9185¸s¯q¥x«n,33.20,4000,0,,52,9185¸s¯q¥x«n,33.25,1000,0 
53,918A¸s¯q¤¤Ãc,33.20,0,1000,,54,918A¸s¯q¤¤Ãc,33.25,0,2000 
55,918A¸s¯q¤¤Ãc,33.40,0,1000,,56,918D¸s¯qªFªù,33.20,0,1000 
57,918g¸s¯q¤j¥Ò,33.15,0,5000,,58,918M¸s¯q¹Å¸q,33.25,5000,0 
59,9227³Í°ò«°¤¤,33.20,4000,0,,60,9227³Í°ò«°¤¤,33.25,10000,0 
61,9258³Í°òÃ¹ªF,33.15,0,2000,,62,9268³Í°ò¥x¥_,33.15,1000,0 
63,9272³Í°ò¦Ë¬ì,33.20,50000,0,,64,9358µØ«nªF¶Õ,33.15,1000,0 
65,9358µØ«nªF¶Õ,33.40,0,1000,,66,9654´I¨¹¥Ã©M,33.25,0,1000 
67,9655´I¨¹ªO¾ô,33.15,1000,0,,68,9679´I¨¹©µ¦N,33.40,0,1000 
69,980D¤¸¤j¶}¤¸,33.15,1000,0,,70,980D¤¸¤j¶}¤¸,33.20,2000,2000 
71,980D¤¸¤j¶}¤¸,33.40,0,3000,,72,9814¤¸¤j¤j¯q,33.10,0,2000 
73,981a¤¸¤jÂk¤¯,33.25,0,1000,,74,981g¤¸¤j¤j¨½,33.20,10000,0 
75,981q¤¸¤j¸UµØ,33.40,0,1000,,76,981V¤¸¤j¥Á¶¯,33.25,0,2000 
77,982A¤¸¤jÃ¹ªF,33.20,4000,0,,78,982B¤¸¤j³Õ·R,33.25,6000,0 
79,983W¤¸¤j¼wªÚ,33.25,0,1000,,80,988B¤¸¤j®ç¶é,33.15,0,1000 
81,9897¤¸¤j¤g«°,33.25,1000,0,,82,9897¤¸¤j¤g«°,33.30,1000,0 
83,989g¤¸¤j¹Å¸q,33.40,0,2000,,84,989N¤¸¤j¤º´ò,33.15,0,1000 
85,9A97¥ÃÂ×·s¦Ë,33.20,0,15000,,86,9A9a¥ÃÂ×­d¶®,33.25,0,1000 
87,9A9c¥ÃÂ×¥Ã±d,33.25,3000,0,,88,9A9M¥ÃÂ×«n§ë,33.30,0,3000 
