¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1319"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1024¦X®w¹Å¸q,37.25,1000,0,,2,1024¦X®w¹Å¸q,37.75,5000,0 
3,1029¦X®w»ñ¤s,37.35,2000,0,,4,102E¦X®w®ç¶é,37.60,9000,0 
5,102G¦X®w¤T­«,37.20,0,300,,6,1030¤g¡@¡@»È,37.20,1000,0 
7,1035¤g»È·s¦Ë,37.20,1000,0,,8,1035¤g»È·s¦Ë,37.65,0,13000 
9,103F¤g»È«n´ä,37.20,1000,0,,10,1041»O»È»ñ¤s,37.15,1000,0 
11,1041»O»È»ñ¤s,37.35,1000,0,,12,1042»O»È»O«n,37.30,3000,0 
13,1042»O»È»O«n,37.50,1000,0,,14,1043»O»È¥ÁÅv,37.50,1000,0 
15,1043»O»È¥ÁÅv,37.80,1000,0,,16,1045»O»È·s¦Ë,37.20,1000,0 
17,1045»O»È·s¦Ë,37.45,0,2000,,18,1045»O»È·s¦Ë,37.75,1000,0 
19,1045»O»È·s¦Ë,37.80,0,1000,,20,104A»O»È»O¤¤,37.50,1000,0 
21,104A»O»È»O¤¤,37.55,1000,0,,22,104C»O»È°ª¶¯,37.10,2000,0 
23,104C»O»È°ª¶¯,37.40,1000,0,,24,104C»O»È°ª¶¯,37.85,1000,0 
25,104D»O»Èª÷¤s,37.90,0,2000,,26,1160¤é    ²±,37.25,1000,0 
27,1160¤é    ²±,37.30,1000,0,,28,1160¤é    ²±,37.35,1000,0 
29,1160¤é    ²±,37.80,0,2000,,30,1162¤é²±¥x«n,37.85,0,1000 
31,1164¤é²±¤º´ò,37.10,2000,0,,32,1165¤é²±ªO¾ô,37.15,0,11000 
33,1165¤é²±ªO¾ô,37.30,1000,0,,34,1165¤é²±ªO¾ô,37.50,1000,0 
35,1165¤é²±ªO¾ô,37.70,1000,0,,36,1165¤é²±ªO¾ô,37.85,0,9000 
37,1166¤é²±Âù©M,37.20,300,0,,38,1166¤é²±Âù©M,37.30,1000,0 
39,116A¤é²±¤ì¬],37.15,1000,0,,40,116B¤é²±¤¤Ãc,37.30,1000,0 
41,116c¤é²±Â×­ì,37.70,1000,0,,42,116C¤é²±¤K¼w,37.15,2000,0 
43,116d¤é²±¤T®l,37.55,0,3000,,44,116E¤é²±¤T­«,37.20,0,350 
45,116G¤é²±´º¬ü,37.95,0,8000,,46,116G¤é²±´º¬ü,38.00,0,2000 
47,116H¤é²±·s¦Ë,37.60,0,1000,,48,116j¤é²±ÀY¥÷,37.20,18,0 
49,116k¤é²±¥_°ª,37.90,1000,0,,50,116m¤é²±©M¬ü,37.20,200,0 
