¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1315"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1021¦X®w¥x¤¤,56.70,0,4000,,2,1023¦X®w°ª¶¯,56.40,1000,1000 
3,102A¦X®w·s¦Ë,57.20,0,1000,,4,102E¦X®w®ç¶é,56.40,0,3000 
5,102G¦X®w¤T­«,56.20,1000,0,,6,102G¦X®w¤T­«,56.40,1000,0 
7,102G¦X®w¤T­«,56.70,0,1000,,8,102G¦X®w¤T­«,56.80,0,1000 
9,102G¦X®w¤T­«,57.20,0,1000,,10,103C¤g»È¥Õªe,56.10,2000,0 
11,1040»O    »È,56.30,1000,0,,12,1040»O    »È,56.90,0,1000 
13,1040»O    »È,57.20,0,1000,,14,1042»O»È»O«n,56.90,0,4000 
15,1042»O»È»O«n,57.00,0,4000,,16,1042»O»È»O«n,57.60,0,1000 
17,104A»O»È»O¤¤,56.10,1000,0,,18,1110¥ø    »È,56.90,10000,0 
19,1110¥ø    »È,57.00,30000,0,,20,1110¥ø    »È,57.40,20000,0 
21,1114¥ø»È¹Å¸q,57.00,0,1000,,22,1119¥ø»È©£¤s,57.20,2000,0 
23,1161¤é²±©¾§µ,56.50,3000,0,,24,1162¤é²±¥x«n,56.10,1000,0 
25,1162¤é²±¥x«n,56.70,0,2000,,26,1163¤é²±¥x¤¤,56.10,1000,0 
27,1163¤é²±¥x¤¤,56.50,2000,0,,28,1163¤é²±¥x¤¤,57.10,1000,0 
29,1163¤é²±¥x¤¤,57.70,0,1000,,30,1165¤é²±ªO¾ô,57.60,0,2000 
31,1168¤é²±°ª¶¯,56.00,5000,0,,32,1169¤é²±¤hªL,57.10,0,1000 
33,116B¤é²±¤¤Ãc,56.40,20000,0,,34,116B¤é²±¤¤Ãc,56.50,0,1000 
35,116c¤é²±Â×­ì,56.90,4000,0,,36,116c¤é²±Â×­ì,57.40,0,2000 
37,116c¤é²±Â×­ì,57.60,0,2000,,38,116d¤é²±¤T®l,56.00,0,2000 
39,116F¤é²±­ûªL,56.10,0,4000,,40,116G¤é²±´º¬ü,56.20,1000,0 
41,116I¤é²±«n¨Ê,56.20,0,2000,,42,116L¤é²±¤j¼[,56.20,1000,0 
43,116L¤é²±¤j¼[,56.90,0,1000,,44,116m¤é²±©M¬ü,56.40,0,1000 
45,116m¤é²±©M¬ü,56.90,0,4000,,46,1261§»»·¥Á¥Í,57.00,0,2000 
47,1261§»»·¥Á¥Í,57.40,5000,0,,48,126H§»»·¤¤©M,56.10,0,1000 
49,126H§»»·¤¤©M,56.80,2000,0,,50,126H§»»·¤¤©M,57.20,0,2000 
51,126L§»»·¥x¤¤,56.30,0,1000,,52,126L§»»·¥x¤¤,57.00,0,1000 
53,126L§»»·¥x¤¤,57.50,0,1000,,54,126Q§»»·°ª¶¯,56.10,1000,0 
55,126U§»»·À]«e,55.90,0,700,,56,126U§»»·À]«e,56.30,0,2000 
57,1440¬üªL,56.20,0,1000,,58,1440¬üªL,56.30,0,15000 
59,1440¬üªL,56.40,4000,19000,,60,1440¬üªL,56.50,13000,2000 
61,1440¬üªL,56.60,7000,0,,62,1440¬üªL,56.70,3000,0 
63,1440¬üªL,56.80,5000,0,,64,1440¬üªL,56.90,3000,3000 
65,1440¬üªL,57.00,3000,0,,66,1440¬üªL,57.10,1000,0 
67,1440¬üªL,57.20,1000,2000,,68,1470¥xÆW¼¯®Ú,56.10,2000,0 
69,1470¥xÆW¼¯®Ú,56.20,1000,11000,,70,1470¥xÆW¼¯®Ú,56.30,8000,3000 
71,1470¥xÆW¼¯®Ú,56.40,4000,3000,,72,1470¥xÆW¼¯®Ú,56.50,4000,3000 
73,1470¥xÆW¼¯®Ú,56.60,4000,0,,74,1470¥xÆW¼¯®Ú,56.70,10000,0 
75,1470¥xÆW¼¯®Ú,56.80,4000,0,,76,1470¥xÆW¼¯®Ú,56.90,14000,0 
77,1470¥xÆW¼¯®Ú,57.10,10000,0,,78,1470¥xÆW¼¯®Ú,57.20,10000,0 
79,1520·ç¤h«H¶U,56.10,1000,0,,80,1560´ä°Ó³¥§ø,56.20,0,1000 
81,1560´ä°Ó³¥§ø,56.30,0,9000,,82,2180¨È    ªF,56.00,0,2000 
83,2180¨È    ªF,56.10,0,3000,,84,2180¨È    ªF,56.20,0,2000 
85,2180¨È    ªF,56.30,0,1000,,86,2180¨È    ªF,56.50,0,1000 
87,2180¨È    ªF,57.20,0,1000,,88,5050¤j    ®i,56.10,2000,0 
89,5050¤j    ®i,56.80,0,2000,,90,5266¤j¼y¤¤Ãc,56.00,1000,0 
91,5269¤j¼y¥x¤¤,57.40,0,1000,,92,526K¤j¼y´I¶¶,56.30,0,1000 
93,5385²Ä¤@®ç¶é,57.10,0,1000,,94,5385²Ä¤@®ç¶é,57.30,0,1000 
95,5385²Ä¤@®ç¶é,57.50,1000,0,,96,5387²Ä¤@¼ê´ò,56.90,0,1000 
97,5387²Ä¤@¼ê´ò,57.10,0,1000,,98,538B²Ä¤@·s¦Ë,56.30,1000,0 
99,538D²Ä¤@©¾§µ,57.20,0,10000,,100,538E²Ä¤@¦Û¥Ñ,56.50,0,5000 
101,538E²Ä¤@¦Û¥Ñ,56.60,0,5000,,102,538E²Ä¤@¦Û¥Ñ,57.30,0,1000 
103,538F²Ä¤@½_ÑL,56.10,5000,0,,104,538F²Ä¤@½_ÑL,57.50,0,5000 
105,538M²Ä¤@¹Å¸q,56.70,0,5000,,106,538P²Ä¤@¸ô¦Ë,56.90,0,1000 
107,5603¥Ã¿³¥x¤¤,56.20,0,1000,,108,5852²Î¤@´°«n,56.40,6000,0 
109,5852²Î¤@´°«n,57.40,0,2000,,110,5852²Î¤@´°«n,57.50,1000,5000 
111,5854²Î¤@«°¤¤,56.40,5000,0,,112,5854²Î¤@«°¤¤,57.40,0,5000 
113,5856²Î¤@¥x¤¤,57.40,0,1000,,114,5859²Î¤@«ÌªF,56.40,0,20000 
115,585g²Î¤@¥­Âí,56.40,0,1000,,116,585g²Î¤@¥­Âí,56.80,0,1000 
117,585g²Î¤@¥­Âí,57.30,0,3000,,118,585H²Î¤@®ç¶é,56.70,1000,0 
119,585H²Î¤@®ç¶é,56.90,1000,0,,120,585H²Î¤@®ç¶é,57.20,1000,0 
121,585m²Î¤@¦Ë«n,56.20,1000,0,,122,585R²Î¤@¦Á¤î,56.10,0,1000 
123,5870¥ú    ¶©,57.50,0,2000,,124,5920¤¸    ´I,56.20,10000,10000 
125,5920¤¸    ´I,57.20,10000,0,,126,5929¤¸´I¥x«n,56.20,1000,0 
127,5929¤¸´I¥x«n,56.90,0,1000,,128,592a¤¸´IªQ¼w,56.50,0,2000 
129,592A¤¸´I½n«°,56.30,1000,0,,130,592A¤¸´I½n«°,57.30,0,1000 
131,592C¤¸´I¼é¬w,56.10,0,3000,,132,592C¤¸´I¼é¬w,57.40,2000,0 
133,592C¤¸´I¼é¬w,57.50,1000,0,,134,592g¤¸´I¤¤­ì,56.10,1000,0 
135,592g¤¸´I¤¤­ì,56.80,0,1000,,136,592g¤¸´I¤¤­ì,56.90,2000,0 
137,592g¤¸´I¤¤­ì,57.10,0,1000,,138,592g¤¸´I¤¤­ì,57.20,0,5000 
139,592I¤¸´I¹Å¸q,56.50,0,5000,,140,592I¤¸´I¹Å¸q,56.70,0,5000 
141,592I¤¸´I¹Å¸q,57.00,0,11000,,142,592I¤¸´I¹Å¸q,57.10,0,9000 
143,592I¤¸´I¹Å¸q,57.30,0,5000,,144,592I¤¸´I¹Å¸q,57.70,0,5000 
145,592l¤¸´I¤j¸Î,56.20,0,1000,,146,592l¤¸´I¤j¸Î,56.50,1000,0 
147,592L¤¸´I¤¤Ãc,56.20,1000,0,,148,592M¤¸´I¹ü¤Æ,57.10,0,1000 
149,592N¤¸´Iªê§À,56.00,2000,0,,150,592N¤¸´Iªê§À,56.70,6000,0 
151,592N¤¸´Iªê§À,57.20,5000,0,,152,592P¤¸´I¦P¤j,56.30,0,2000 
153,592P¤¸´I¦P¤j,57.00,0,1000,,154,592Q¤¸´I´°«n,56.10,1000,0 
155,592r¤¸´I«°ªF,56.00,0,1000,,156,592r¤¸´I«°ªF,56.20,1000,0 
157,592r¤¸´I«°ªF,57.50,0,1000,,158,592z¤¸´I¤å¤ß,56.10,1000,0 
159,592z¤¸´I¤å¤ß,56.30,1000,10000,,160,592z¤¸´I¤å¤ß,56.50,0,4000 
161,592z¤¸´I¤å¤ß,56.80,0,1000,,162,592z¤¸´I¤å¤ß,56.90,2000,1000 
163,592z¤¸´I¤å¤ß,57.50,0,2000,,164,592Z¤¸´I¦w«n,56.00,0,9000 
165,592Z¤¸´I¦w«n,56.10,0,11000,,166,601d™W¨ÈøÊÂ×,56.40,0,5000 
167,6114¤¤»È­ûªL,57.00,0,1000,,168,611A¤¤»ÈÂ×­ì,56.50,0,1000 
169,6160¤¤°ê«H°U,56.10,1000,0,,170,6162¤¤«H°U©¾,56.70,0,2000 
171,6162¤¤«H°U©¾,57.20,0,1000,,172,6164¤¤«H°U¤å,56.50,0,1000 
173,616K¤¤«H°U°ª,56.10,5000,0,,174,6210·s ¦Ê ¤ý,56.10,0,1000 
175,6210·s ¦Ê ¤ý,57.30,2000,0,,176,6210·s ¦Ê ¤ý,57.40,0,1000 
177,6383¥ú©M©M¬ü,57.00,0,2000,,178,6450¥Ã    ¥þ,57.50,0,1000 
179,6461¤j©÷¾ðªL,57.10,0,4000,,180,6462¤j©÷¦w±d,56.30,5000,0 
181,6462¤j©÷¦w±d,56.40,13000,0,,182,6463¤j©÷·s¦Ë,56.40,0,3000 
183,6464¤j©÷·s©±,56.50,0,3000,,184,6620¥þ    ®õ,57.00,0,5000 
185,6910¼w    «H,55.90,200,0,,186,6910¼w    «H,56.40,1000,0 
187,6910¼w    «H,56.50,1000,0,,188,6912¼w«H¤¤¥¿,56.80,0,1000 
189,6912¼w«H¤¤¥¿,56.90,1000,5000,,190,6912¼w«H¤¤¥¿,57.60,0,5000 
191,7003¥üÂ×¥x¤¤,56.20,5000,0,,192,7003¥üÂ×¥x¤¤,57.30,0,5000 
193,7005¥üÂ×¤¤´ä,56.90,0,3000,,194,700d¥üÂ×¹ü¤Æ,56.70,0,1000 
195,700h¥üÂ×¤T¥Á,57.00,1000,0,,196,700I¥üÂ×¥_°ª,56.40,0,3000 
197,700I¥üÂ×¥_°ª,56.50,0,2000,,198,700I¥üÂ×¥_°ª,56.60,0,1000 
199,700I¥üÂ×¥_°ª,57.00,0,1000,,200,700I¥üÂ×¥_°ª,57.30,0,1000 
201,700I¥üÂ×¥_°ª,57.50,0,1000,,202,700I¥üÂ×¥_°ª,57.60,0,1000 
203,700J¥üÂ×¤½¯q,56.40,0,8000,,204,700J¥üÂ×¤½¯q,56.50,0,8000 
205,700J¥üÂ×¤½¯q,56.60,0,14000,,206,700J¥üÂ×¤½¯q,56.70,0,2000 
207,700k¥üÂ×­ûªL,56.20,0,2000,,208,700k¥üÂ×­ûªL,56.30,0,3000 
209,700k¥üÂ×­ûªL,56.70,0,1000,,210,700K¥üÂ×·sÀç,56.40,0,1000 
211,700K¥üÂ×·sÀç,57.20,1000,0,,212,700S¥üÂ×¤j¦P,57.00,0,1000 
213,700S¥üÂ×¤j¦P,57.20,0,2000,,214,700w¥üÂ×·s²ø,56.10,0,1000 
215,700w¥üÂ×·s²ø,56.80,1000,0,,216,700Z¥üÂ×°ª¶¯,56.70,3000,0 
217,7032­P©M¨Î¨½,56.20,0,1000,,218,7032­P©M¨Î¨½,56.80,0,4000 
219,7032­P©M¨Î¨½,56.90,0,4000,,220,7032­P©M¨Î¨½,57.00,1000,0 
221,7035­P©MªFªù,56.10,1000,0,,222,7035­P©MªFªù,56.20,2000,0 
223,7035­P©MªFªù,56.50,2000,0,,224,7035­P©MªFªù,57.40,0,1000 
225,7035­P©MªFªù,57.50,0,2000,,226,7035­P©MªFªù,57.60,0,1000 
227,7035­P©MªFªù,57.70,0,1000,,228,703B­P©M±R¼w,56.10,0,1000 
229,703B­P©M±R¼w,56.20,0,2000,,230,703B­P©M±R¼w,57.10,0,1000 
231,7797°ê²¼¤¤¥¿,56.30,1000,0,,232,779c°ê²¼´°¥_,57.50,1000,0 
233,779D°ê²¼¥x«n,56.10,2000,0,,234,779D°ê²¼¥x«n,57.10,0,1000 
235,779H°ê²¼¹Å¸q,56.20,0,5000,,236,779H°ê²¼¹Å¸q,56.40,0,5000 
237,779H°ê²¼¹Å¸q,56.80,5000,0,,238,779H°ê²¼¹Å¸q,56.90,5000,0 
239,779m°ê²¼¤¤´ä,56.60,1000,1000,,240,779m°ê²¼¤¤´ä,56.80,1000,0 
241,779m°ê²¼¤¤´ä,57.50,0,1000,,242,779n°ê²¼«n¨Ê,56.20,4000,0 
243,779P°ê²¼¤E¹©,56.10,5000,0,,244,779P°ê²¼¤E¹©,56.50,11000,0 
245,779P°ê²¼¤E¹©,56.90,0,11000,,246,779r°ê²¼®ç°ê,56.10,1000,0 
247,779r°ê²¼®ç°ê,56.20,3000,0,,248,779v°ê²¼¥x¤¤,56.40,0,2000 
249,779v°ê²¼¥x¤¤,56.80,0,5000,,250,779W°ê²¼¹ü¤Æ,56.30,20000,0 
251,779W°ê²¼¹ü¤Æ,56.80,0,5000,,252,779W°ê²¼¹ü¤Æ,56.90,0,15000 
253,779z°ê²¼³Õ·R,56.30,5000,0,,254,779z°ê²¼³Õ·R,56.40,10000,0 
255,779z°ê²¼³Õ·R,57.40,0,15000,,256,779Z°ê²¼¦w©M,57.20,0,2000 
257,8150¥x    ·s,56.00,0,2000,,258,8150¥x    ·s,56.10,7000,1000 
259,8150¥x    ·s,56.30,11000,1000,,260,8150¥x    ·s,56.50,1000,2000 
261,8150¥x    ·s,56.70,5000,0,,262,8150¥x    ·s,57.00,1000,4000 
263,8150¥x    ·s,57.30,1000,2000,,264,815A¥x·s°ª¶¯,56.30,0,1000 
265,815B¥x·s¥x¤¤,56.10,1000,0,,266,815B¥x·s¥x¤¤,56.20,1000,0 
267,815B¥x·s¥x¤¤,56.30,1000,0,,268,815B¥x·s¥x¤¤,56.40,1000,0 
269,815B¥x·s¥x¤¤,56.80,0,1000,,270,8440¼¯®Ú¤j³q,56.20,8000,3000 
271,8440¼¯®Ú¤j³q,56.30,5000,1000,,272,8440¼¯®Ú¤j³q,56.40,16000,6000 
273,8440¼¯®Ú¤j³q,56.50,15000,1000,,274,8440¼¯®Ú¤j³q,56.60,1000,0 
275,8440¼¯®Ú¤j³q,56.70,4000,0,,276,8440¼¯®Ú¤j³q,56.80,6000,0 
277,8440¼¯®Ú¤j³q,56.90,4000,0,,278,8440¼¯®Ú¤j³q,57.00,10000,1000 
279,8440¼¯®Ú¤j³q,57.10,4000,0,,280,8440¼¯®Ú¤j³q,57.20,3000,0 
281,8440¼¯®Ú¤j³q,57.30,4000,0,,282,8440¼¯®Ú¤j³q,57.40,5000,0 
283,8440¼¯®Ú¤j³q,57.50,4000,0,,284,8440¼¯®Ú¤j³q,57.60,2000,1000 
285,8458±d©M¥x«n,56.00,1000,0,,286,845B±d©M¥Ã©M,56.70,0,1000 
287,845B±d©M¥Ã©M,56.80,0,1000,,288,845D±d©MªO¾ô,56.10,1000,0 
289,845F±d©M¤¯·R,57.60,0,1000,,290,8560·s    ¥ú,56.80,1000,0 
291,8560·s    ¥ú,57.00,1000,0,,292,8560·s    ¥ú,57.20,2000,0 
293,8560·s    ¥ú,57.30,2000,0,,294,8561·s¥ú¥x¤¤,56.20,2000,0 
295,8561·s¥ú¥x¤¤,56.30,1000,0,,296,8561·s¥ú¥x¤¤,56.40,1000,0 
