¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1215"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1020¦X¡@¡@®w,72.60,0,1000,,2,1020¦X¡@¡@®w,72.70,0,1000 
3,1021¦X®w¥x¤¤,71.80,0,1000,,4,1021¦X®w¥x¤¤,72.20,3000,0 
5,1021¦X®w¥x¤¤,72.50,0,1000,,6,1025¦X®w°ò¶©,72.30,0,1000 
7,1028¦X®w¹ü¤Æ,72.10,5000,0,,8,1029¦X®w»ñ¤s,72.60,0,1000 
9,1038¤g»È©M¥­,72.00,76,0,,10,1038¤g»È©M¥­,72.70,0,4000 
11,103B¤g»È¹ü¤Æ,72.50,0,2000,,12,1040»O    »È,72.20,0,1000 
13,1040»O    »È,72.70,0,1000,,14,1041»O»È»ñ¤s,72.20,0,2000 
15,1041»O»È»ñ¤s,72.30,0,4000,,16,1041»O»È»ñ¤s,72.60,0,1000 
17,1042»O»È»O«n,72.00,1400,1000,,18,1042»O»È»O«n,72.20,0,1000 
19,1042»O»È»O«n,72.50,0,1000,,20,1043»O»È¥ÁÅv,72.40,0,2000 
21,104A»O»È»O¤¤,71.80,1000,0,,22,104A»O»È»O¤¤,72.00,1000,500 
23,104A»O»È»O¤¤,72.20,0,2000,,24,104C»O»È°ª¶¯,72.00,10,0 
25,104D»O»Èª÷¤s,71.60,1000,0,,26,104D»O»Èª÷¤s,71.80,0,2000 
27,104D»O»Èª÷¤s,71.90,1000,1000,,28,104D»O»Èª÷¤s,72.00,1000,2000 
29,104D»O»Èª÷¤s,72.70,1000,0,,30,1162¤é²±¥x«n,71.90,0,10000 
31,1162¤é²±¥x«n,72.20,4000,0,,32,1162¤é²±¥x«n,72.30,0,10000 
33,1163¤é²±¥x¤¤,72.00,0,4000,,34,1163¤é²±¥x¤¤,72.30,1000,0 
35,1165¤é²±ªO¾ô,72.50,0,5000,,36,1166¤é²±Âù©M,71.90,0,1000 
37,1166¤é²±Âù©M,72.30,1000,0,,38,1167¤é²±¹Å¸q,72.50,1000,0 
39,1168¤é²±°ª¶¯,72.20,0,13000,,40,116B¤é²±¤¤Ãc,72.20,0,2000 
41,116B¤é²±¤¤Ãc,72.80,0,1000,,42,116I¤é²±«n¨Ê,72.50,0,1000 
43,116N¤é²±¥Ã±d,72.20,0,1000,,44,116Q¤é²±¤GªL,72.00,0,1000 
45,116S¤é²±·s²ø,71.60,2000,0,,46,116S¤é²±·s²ø,71.70,1000,0 
47,116S¤é²±·s²ø,71.80,1000,0,,48,116S¤é²±·s²ø,71.90,1000,0 
49,116S¤é²±·s²ø,72.00,1000,0,,50,116Z¤é²±¤¤©M,72.00,1000,0 
51,116Z¤é²±¤¤©M,72.10,1000,0,,52,116Z¤é²±¤¤©M,72.40,0,2000 
53,1233¹ü»È¥x¤¤,72.50,0,1000,,54,1233¹ü»È¥x¤¤,72.60,1000,0 
55,126L§»»·¥x¤¤,72.40,0,1000,,56,126Q§»»·°ª¶¯,72.10,0,1000 
57,1440¬üªL,71.60,7000,0,,58,1440¬üªL,71.80,1000,0 
59,1440¬üªL,72.00,4000,0,,60,1440¬üªL,72.10,1000,0 
61,1440¬üªL,72.20,4000,10000,,62,1440¬üªL,72.30,2000,0 
63,1440¬üªL,72.50,15000,4000,,64,1440¬üªL,72.60,10000,1000 
65,1440¬üªL,72.70,12000,0,,66,1470¥xÆW¼¯®Ú,71.60,2000,0 
67,1470¥xÆW¼¯®Ú,71.70,1000,0,,68,1470¥xÆW¼¯®Ú,71.80,5000,0 
69,1470¥xÆW¼¯®Ú,71.90,2000,0,,70,1470¥xÆW¼¯®Ú,72.00,6000,0 
71,1470¥xÆW¼¯®Ú,72.10,7000,0,,72,1470¥xÆW¼¯®Ú,72.20,5000,1000 
73,1470¥xÆW¼¯®Ú,72.30,5000,6000,,74,1470¥xÆW¼¯®Ú,72.40,12000,1000 
75,1470¥xÆW¼¯®Ú,72.50,7000,0,,76,1470¥xÆW¼¯®Ú,72.60,3000,0 
77,1470¥xÆW¼¯®Ú,72.70,2000,2000,,78,1480¬ü°Ó°ª²±,72.20,0,2000 
79,1520·ç¤h«H¶U,71.60,0,2000,,80,1520·ç¤h«H¶U,71.70,0,1000 
81,1520·ç¤h«H¶U,71.80,0,4000,,82,1520·ç¤h«H¶U,71.90,0,8000 
83,1520·ç¤h«H¶U,72.00,5000,10000,,84,1520·ç¤h«H¶U,72.10,1000,9000 
85,1520·ç¤h«H¶U,72.20,1000,12000,,86,1520·ç¤h«H¶U,72.30,1000,16000 
87,1520·ç¤h«H¶U,72.40,0,10000,,88,1520·ç¤h«H¶U,72.50,0,9000 
89,1520·ç¤h«H¶U,72.60,4000,7000,,90,1520·ç¤h«H¶U,72.70,0,5000 
91,1520·ç¤h«H¶U,72.80,0,1000,,92,1590ªáºXÀô²y,71.90,0,3000 
93,1590ªáºXÀô²y,72.10,0,3000,,94,1590ªáºXÀô²y,72.20,0,3000 
95,1590ªáºXÀô²y,72.30,0,4000,,96,1590ªáºXÀô²y,72.40,0,1000 
97,1590ªáºXÀô²y,72.50,0,5000,,98,1590ªáºXÀô²y,72.60,0,4000 
99,1590ªáºXÀô²y,72.70,0,2000,,100,1650·ç»È,72.30,0,1000 
101,1650·ç»È,72.40,0,7000,,102,1650·ç»È,72.50,0,8000 
103,1650·ç»È,72.60,0,2000,,104,2181¨ÈªFªO¾ô,72.30,1000,0 
105,2184¨ÈªF·s¦Ë,72.00,200,0,,106,2187¨ÈªF¥x¤¤,71.60,0,10000 
107,5260¤j    ¼y,72.40,1000,0,,108,5260¤j    ¼y,72.50,0,1000 
109,5261¤j¼yÄª¬w,72.00,0,1000,,110,5262¤j¼y·¨±ö,72.20,0,1000 
111,5265¤j¼y­]®ß,72.40,1000,0,,112,5320°ª    ¾ô,71.80,1000,0 
113,5380²Ä¤@ª÷ÃÒ,72.00,0,4000,,114,5381²Ä¤@­ûªL,72.30,0,1000 
115,5381²Ä¤@­ûªL,72.40,1000,0,,116,5384²Ä¤@¥x«n,71.90,0,1000 
117,5384²Ä¤@¥x«n,72.00,200,0,,118,5384²Ä¤@¥x«n,72.30,0,1000 
119,5385²Ä¤@®ç¶é,72.10,0,1000,,120,5385²Ä¤@®ç¶é,72.50,0,1000 
121,538B²Ä¤@·s¦Ë,72.60,1000,0,,122,538E²Ä¤@¦Û¥Ñ,71.80,1000,0 
123,538E²Ä¤@¦Û¥Ñ,72.20,0,2000,,124,538M²Ä¤@¹Å¸q,72.30,1000,0 
125,538N²Ä¤@Â×­ì,72.20,0,1000,,126,538P²Ä¤@¸ô¦Ë,71.90,1000,0 
127,538P²Ä¤@¸ô¦Ë,72.00,0,1000,,128,538W²Ä¤@µØ¦¿,72.60,1000,0 
129,5603¥Ã¿³¥x¤¤,71.80,0,5000,,130,5850²Î    ¤@,72.50,0,2000 
131,5852²Î¤@´°«n,72.40,0,1000,,132,5853²Î¤@¤¤Ãc,72.00,0,113 
133,5857²Î¤@·s¦Ë,72.00,1000,0,,134,5857²Î¤@·s¦Ë,72.60,0,1000 
135,5858²Î¤@¹Å¸q,72.30,0,1000,,136,5858²Î¤@¹Å¸q,72.40,0,1000 
137,585A²Î¤@°ò¶©,72.20,5000,0,,138,585b²Î¤@¤º´ò,71.90,9000,0 
139,585b²Î¤@¤º´ò,72.00,21000,0,,140,585b²Î¤@¤º´ò,72.10,12000,0 
141,585b²Î¤@¤º´ò,72.20,16000,0,,142,585b²Î¤@¤º´ò,72.30,7000,0 
143,585b²Î¤@¤º´ò,72.40,7000,0,,144,585b²Î¤@¤º´ò,72.50,19000,0 
145,585b²Î¤@¤º´ò,72.60,4000,0,,146,585b²Î¤@¤º´ò,72.70,5000,0 
147,585D²Î¤@·s¥x¤¤,71.60,1000,0,,148,585E²Î¤@·sÀç,72.00,200,0 
149,585R²Î¤@¦Á¤î,72.60,0,8000,,150,585S²Î¤@©yÄõ,72.50,0,1000 
151,585U²Î¤@«n¨Ê,71.80,1000,0,,152,585Y²Î¤@¤g«°,72.00,1500,0 
153,585Z²Î¤@ªQ¦¿,72.00,0,1000,,154,585Z²Î¤@ªQ¦¿,72.50,0,2000 
155,585Z²Î¤@ªQ¦¿,72.60,0,1000,,156,585Z²Î¤@ªQ¦¿,72.70,0,1000 
157,585Z²Î¤@ªQ¦¿,72.80,0,1000,,158,5870¥ú    ¶©,72.30,0,1000 
159,5920¤¸    ´I,71.70,9000,0,,160,5920¤¸    ´I,71.80,2000,0 
161,5920¤¸    ´I,71.90,10000,0,,162,5920¤¸    ´I,72.00,4000,0 
163,5920¤¸    ´I,72.10,15000,0,,164,5920¤¸    ´I,72.20,1000,0 
165,5920¤¸    ´I,72.30,10000,0,,166,5921¤¸´I°ª¶¯,72.00,82,0 
167,5921¤¸´I°ª¶¯,72.50,1000,0,,168,5927¤¸´IªL¶é,72.20,1000,0 
169,5928¤¸´I·s²ø,72.00,400,0,,170,592b¤¸´IªO¾ô,71.80,1000,0 
171,592E¤¸´I«°¤¤,72.00,1000,0,,172,592E¤¸´I«°¤¤,72.40,2000,0 
173,592G¤¸´I·s¦Ë,72.70,0,1000,,174,592H¤¸´I«H¸q,72.00,0,5000 
175,592H¤¸´I«H¸q,72.40,5000,0,,176,592I¤¸´I¹Å¸q,72.00,1000,0 
177,592I¤¸´I¹Å¸q,72.60,0,1000,,178,592l¤¸´I¤j¸Î,72.10,0,1000 
179,592o¤¸´I·s¿³,72.00,27,0,,180,592P¤¸´I¦P¤j,72.00,200,0 
181,592Q¤¸´I´°«n,72.10,1000,0,,182,592r¤¸´I«°ªF,72.00,0,13000 
183,592r¤¸´I«°ªF,72.10,0,4000,,184,592u¤¸´I¥@¶T,72.00,41,0 
185,592u¤¸´I¥@¶T,72.80,0,1000,,186,592V¤¸´I¥ÁÅv,71.60,10000,0 
187,592V¤¸´I¥ÁÅv,72.40,0,1000,,188,592W¤¸´I¦N§Q,71.90,1000,0 
189,592W¤¸´I¦N§Q,72.50,0,22000,,190,592y¤¸´Iªá½¬,72.00,0,227 
191,5962¤é­Z«n§ë,72.40,0,1000,,192,601d™W¨ÈøÊÂ×,72.00,0,1000 
193,601d™W¨ÈøÊÂ×,72.40,0,2000,,194,6110¥x¤¤»È,72.60,0,1000 
195,6160¤¤°ê«H°U,72.00,100,0,,196,6160¤¤°ê«H°U,72.20,2000,0 
197,6162¤¤«H°U©¾,72.20,1000,0,,198,6163¤¤«H°U¥Ã,72.60,0,1000 
199,6164¤¤«H°U¤å,72.00,0,1000,,200,6164¤¤«H°U¤å,72.60,0,1000 
201,6164¤¤«H°U¤å,72.70,0,2000,,202,6165¤¤«H°U·s,72.00,0,70 
203,616A¤¤«H¤¤Ãc,72.00,60,0,,204,616K¤¤«H°U°ª,72.00,6000,0 
205,6381¥ú©M·Ë´ò,71.80,1000,0,,206,6382¥ú©M¥Ð¤¤,72.40,1000,0 
207,6461¤j©÷¾ðªL,71.90,0,1000,,208,6461¤j©÷¾ðªL,72.30,0,1000 
209,6461¤j©÷¾ðªL,72.70,0,1000,,210,6464¤j©÷·s©±,71.70,2000,0 
211,6464¤j©÷·s©±,72.00,2000,0,,212,6464¤j©÷·s©±,72.50,0,2000 
213,6465¤j©÷®ç¶é,72.00,1000,0,,214,6465¤j©÷®ç¶é,72.20,1000,0 
215,6480ºÖ    ¨¹,71.60,0,8000,,216,6480ºÖ    ¨¹,71.70,0,12000 
217,6480ºÖ    ¨¹,71.80,0,4000,,218,7000¥üÂ×,72.10,1000,0 
219,7000¥üÂ×,72.40,0,1000,,220,7001¥üÂ×¹Å¸q,72.00,1000,0 
221,7003¥üÂ×¥x¤¤,71.60,1000,0,,222,7003¥üÂ×¥x¤¤,72.20,0,1000 
223,7003¥üÂ×¥x¤¤,72.50,0,1000,,224,7005¥üÂ×¤¤´ä,72.00,0,15000 
225,7005¥üÂ×¤¤´ä,72.10,0,5000,,226,7009¥üÂ×´º¬ü,72.00,5000,0 
227,700a¥üÂ×©¾§µ,72.00,0,116,,228,700b¥üÂ×¤¤Ãc,72.20,0,1000 
229,700f¥üÂ×³À´ä,72.20,0,1000,,230,700S¥üÂ×¤j¦P,72.20,0,20000 
231,700U¥üÂ×®çÅa,72.00,0,1000,,232,700V¥üÂ×·s¦Ë,72.00,0,1000 
233,700w¥üÂ×·s²ø,72.20,2000,0,,234,700w¥üÂ×·s²ø,72.30,2000,0 
235,700w¥üÂ×·s²ø,72.50,2000,0,,236,700Z¥üÂ×°ª¶¯,72.30,1000,0 
237,7030­P    ©M,72.00,200,0,,238,703B­P©M±R¼w,71.80,1000,0 
239,779e°ê²¼«n¬ì,72.00,0,1000,,240,779j°ê²¼©M¥­,71.70,1000,0 
241,779j°ê²¼©M¥­,72.30,0,16000,,242,779n°ê²¼«n¨Ê,72.10,0,1000 
243,779n°ê²¼«n¨Ê,72.20,0,1000,,244,779n°ê²¼«n¨Ê,72.30,0,1000 
245,779P°ê²¼¤E¹©,72.00,2000,1000,,246,779P°ê²¼¤E¹©,72.60,0,1000 
247,779X°ê²¼¤¤©M,72.00,100,0,,248,8150¥x    ·s,72.00,1000,0 
249,8150¥x    ·s,72.20,0,1000,,250,8150¥x    ·s,72.30,0,1000 
251,8150¥x    ·s,72.50,0,4000,,252,8151¥x·s«Ø¥_,72.10,0,1000 
253,8157¥x·s¥ª·£,72.20,0,1000,,254,8158¥x·sªQ¦¿,72.50,0,1000 
255,8159¥x·s¥x«n,72.10,1000,0,,256,815A¥x·s°ª¶¯,71.60,1000,0 
257,815A¥x·s°ª¶¯,72.00,1000,1000,,258,815B¥x·s¥x¤¤,72.00,1000,0 
259,815B¥x·s¥x¤¤,72.20,1000,0,,260,815B¥x·s¥x¤¤,72.30,1000,0 
261,815H¥x·s«ÌªF,71.90,10000,0,,262,815H¥x·s«ÌªF,72.00,10000,0 
263,815S¥x·s¤¤Ãc,72.00,1,0,,264,815S¥x·s¤¤Ãc,72.50,0,1000 
265,8380¦w    ®õ,72.10,2000,0,,266,8440¼¯®Ú¤j³q,72.00,0,7368 
267,8440¼¯®Ú¤j³q,72.10,2000,6000,,268,8440¼¯®Ú¤j³q,72.20,13000,7000 
269,8440¼¯®Ú¤j³q,72.30,0,3000,,270,8440¼¯®Ú¤j³q,72.40,0,1000 
