¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1218"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1021¦X®w¥x¤¤,24.20,0,4000,,2,1021¦X®w¥x¤¤,24.40,0,6000 
3,1025¦X®w°ò¶©,24.10,1000,0,,4,1025¦X®w°ò¶©,24.40,0,3000 
5,102E¦X®w®ç¶é,24.40,5000,0,,6,102E¦X®w®ç¶é,24.45,3000,0 
7,102E¦X®w®ç¶é,24.50,2000,0,,8,102F¦X®w¦è¥x,24.60,0,1000 
9,1031¤g»È¥x¤¤,24.55,0,2000,,10,1040»O    »È,24.25,0,100 
11,1041»O»È»ñ¤s,24.00,0,2000,,12,1041»O»È»ñ¤s,24.25,0,2 
13,1042»O»È»O«n,24.30,1000,0,,14,1042»O»È»O«n,24.40,1000,0 
15,1043»O»È¥ÁÅv,24.35,0,1000,,16,104A»O»È»O¤¤,24.05,1000,0 
17,104A»O»È»O¤¤,24.20,1000,0,,18,104A»O»È»O¤¤,24.35,0,1000 
19,104A»O»È»O¤¤,24.55,0,1000,,20,1115¥ø»È¤Ó¥­,24.15,1000,0 
21,1115¥ø»È¤Ó¥­,24.20,1000,0,,22,1118¥ø»ÈÂ×­ì,24.25,0,1000 
23,111A¥ø»È¥Á¶¯,24.35,2000,0,,24,111F¥ø»È¥_°ª,24.40,0,2000 
25,1163¤é²±¥x¤¤,24.05,3000,0,,26,1163¤é²±¥x¤¤,24.40,1000,0 
27,1164¤é²±¤º´ò,24.20,1000,0,,28,1164¤é²±¤º´ò,24.45,0,1000 
29,1165¤é²±ªO¾ô,24.20,5000,0,,30,1169¤é²±¤hªL,24.25,0,556 
31,116B¤é²±¤¤Ãc,24.15,1000,0,,32,116B¤é²±¤¤Ãc,24.20,1000,0 
33,116C¤é²±¤K¼w,24.25,900,0,,34,116C¤é²±¤K¼w,24.40,0,6000 
35,116E¤é²±¤T­«,24.05,1000,0,,36,116E¤é²±¤T­«,24.20,0,1000 
37,116E¤é²±¤T­«,24.25,0,48,,38,116F¤é²±­ûªL,24.05,5000,0 
39,116F¤é²±­ûªL,24.25,2000,0,,40,116F¤é²±­ûªL,24.55,1000,0 
41,116G¤é²±´º¬ü,24.10,0,6000,,42,116G¤é²±´º¬ü,24.20,1000,0 
43,116G¤é²±´º¬ü,24.40,1000,0,,44,116k¤é²±¥_°ª,24.15,0,1000 
45,116k¤é²±¥_°ª,24.30,1000,0,,46,116k¤é²±¥_°ª,24.35,1000,0 
47,116K¤é²±ªá½¬,24.45,1000,0,,48,116m¤é²±©M¬ü,24.55,1000,0 
49,116s¤é²±¤g«°,24.45,1000,0,,50,1260§»    »·,24.15,1000,0 
51,1260§»    »·,24.20,1000,0,,52,126U§»»·À]«e,24.10,0,6000 
53,126U§»»·À]«e,24.15,0,10000,,54,126U§»»·À]«e,24.20,0,30000 
55,126U§»»·À]«e,24.25,0,10000,,56,126U§»»·À]«e,24.35,20000,0 
57,126U§»»·À]«e,24.45,20000,0,,58,126U§»»·À]«e,24.50,10000,0 
59,126U§»»·À]«e,24.55,5000,0,,60,1440¬üªL,24.05,0,25000 
61,1440¬üªL,24.15,0,1000,,62,1440¬üªL,24.20,0,7000 
63,1440¬üªL,24.25,0,3000,,64,1440¬üªL,24.30,0,20000 
65,1440¬üªL,24.35,0,10000,,66,1440¬üªL,24.40,22000,3000 
67,1440¬üªL,24.45,0,32000,,68,1440¬üªL,24.50,0,7000 
69,1440¬üªL,24.55,0,5000,,70,1470¥xÆW¼¯®Ú,24.05,2000,0 
71,1470¥xÆW¼¯®Ú,24.10,4000,0,,72,1470¥xÆW¼¯®Ú,24.15,12000,0 
73,1470¥xÆW¼¯®Ú,24.20,7000,0,,74,1470¥xÆW¼¯®Ú,24.25,1000,0 
75,1470¥xÆW¼¯®Ú,24.30,8000,0,,76,1470¥xÆW¼¯®Ú,24.35,14000,0 
77,1470¥xÆW¼¯®Ú,24.40,6000,0,,78,1470¥xÆW¼¯®Ú,24.45,20000,0 
79,1470¥xÆW¼¯®Ú,24.50,17000,0,,80,1470¥xÆW¼¯®Ú,24.55,3000,0 
81,1470¥xÆW¼¯®Ú,24.60,2000,0,,82,1480¬ü°Ó°ª²±,24.05,1000,0 
83,1480¬ü°Ó°ª²±,24.10,9000,0,,84,1480¬ü°Ó°ª²±,24.15,13000,0 
85,1480¬ü°Ó°ª²±,24.20,5000,0,,86,1480¬ü°Ó°ª²±,24.25,6000,0 
87,1480¬ü°Ó°ª²±,24.30,5000,0,,88,1480¬ü°Ó°ª²±,24.35,6000,0 
89,1480¬ü°Ó°ª²±,24.40,4000,0,,90,1480¬ü°Ó°ª²±,24.45,7000,0 
91,1480¬ü°Ó°ª²±,24.50,6000,0,,92,1520·ç¤h«H¶U,24.10,0,4000 
93,1520·ç¤h«H¶U,24.15,1000,0,,94,1520·ç¤h«H¶U,24.25,3000,6000 
95,1520·ç¤h«H¶U,24.30,0,11000,,96,1520·ç¤h«H¶U,24.40,0,1000 
97,1520·ç¤h«H¶U,24.50,0,11000,,98,1650·ç»È,24.05,2000,0 
99,1650·ç»È,24.10,4000,0,,100,1650·ç»È,24.15,12000,0 
101,1650·ç»È,24.20,8000,0,,102,1650·ç»È,24.25,4000,0 
103,1650·ç»È,24.30,3000,0,,104,1650·ç»È,24.35,9000,0 
105,1650·ç»È,24.40,13000,0,,106,1650·ç»È,24.45,21000,0 
107,1650·ç»È,24.50,4000,0,,108,2184¨ÈªF·s¦Ë,24.35,0,2000 
109,2185¨ÈªF¥x«n,24.25,0,1000,,110,5261¤j¼yÄª¬w,24.15,1000,0 
111,5269¤j¼y¥x¤¤,24.40,0,1000,,112,526K¤j¼y´I¶¶,24.25,1000,0 
113,5380²Ä¤@ª÷ÃÒ,24.45,0,2000,,114,5385²Ä¤@®ç¶é,24.45,1000,0 
115,5386²Ä¤@¹ü¤Æ,24.00,1000,0,,116,538C²Ä¤@¥ú´_,24.05,1000,0 
117,538Y²Ä¤@¤¤Ãc,24.55,1000,0,,118,5660¤é    ¶i,24.35,0,2000 
119,5850²Î    ¤@,24.05,1000,0,,120,5850²Î    ¤@,24.15,1000,0 
121,5850²Î    ¤@,24.20,2000,0,,122,5850²Î    ¤@,24.50,0,2000 
123,5854²Î¤@«°¤¤,24.55,10000,0,,124,5854²Î¤@«°¤¤,24.60,0,10000 
125,5858²Î¤@¹Å¸q,24.30,0,1000,,126,5858²Î¤@¹Å¸q,24.45,0,2000 
127,5859²Î¤@«ÌªF,24.15,0,2000,,128,585c²Î¤@¤¯·R,24.45,1000,2000 
129,585c²Î¤@¤¯·R,24.50,1000,0,,130,585H²Î¤@®ç¶é,24.15,1000,0 
131,585H²Î¤@®ç¶é,24.40,5000,0,,132,585U²Î¤@«n¨Ê,24.20,3000,0 
133,585W²Î¤@ª÷ªù,24.50,0,1000,,134,585Y²Î¤@¤g«°,24.45,5000,0 
135,585Y²Î¤@¤g«°,24.60,5000,2000,,136,585Z²Î¤@ªQ¦¿,24.20,1000,0 
137,5921¤¸´I°ª¶¯,24.05,0,2000,,138,5927¤¸´IªL¶é,24.50,3000,0 
139,5929¤¸´I¥x«n,24.30,1000,0,,140,592b¤¸´IªO¾ô,24.10,2000,0 
141,592g¤¸´I¤¤­ì,24.30,2000,0,,142,592G¤¸´I·s¦Ë,24.20,3000,0 
143,592l¤¸´I¤j¸Î,24.00,0,1000,,144,592l¤¸´I¤j¸Î,24.10,0,2000 
145,592M¤¸´I¹ü¤Æ,24.10,1000,0,,146,592o¤¸´I·s¿³,24.10,0,1000 
147,592r¤¸´I«°ªF,24.45,5000,0,,148,592U¤¸´I©yÄõ,24.25,1000,0 
149,592U¤¸´I©yÄõ,24.55,1000,0,,150,592w¤¸´I¨Î¨½,24.45,2000,0 
151,592W¤¸´I¦N§Q,24.20,0,5000,,152,592W¤¸´I¦N§Q,24.60,5000,0 
153,592X¤¸´I¯ó¤Ù,24.50,2000,0,,154,592y¤¸´Iªá½¬,24.35,0,1000 
155,592y¤¸´Iªá½¬,24.45,0,1000,,156,592y¤¸´Iªá½¬,24.55,0,1000 
157,601d™W¨ÈøÊÂ×,24.05,2000,28000,,158,601d™W¨ÈøÊÂ×,24.10,0,29000 
159,601d™W¨ÈøÊÂ×,24.15,0,50000,,160,601d™W¨ÈøÊÂ×,24.20,0,17000 
161,601d™W¨ÈøÊÂ×,24.25,0,20000,,162,601d™W¨ÈøÊÂ×,24.35,0,44000 
163,601d™W¨ÈøÊÂ×,24.40,0,10000,,164,601d™W¨ÈøÊÂ×,24.50,0,15000 
165,6110¥x¤¤»È,24.10,1000,0,,166,6110¥x¤¤»È,24.15,10000,0 
167,6114¤¤»È­ûªL,24.45,0,1000,,168,6115¤¤»È¥x¥_,24.00,1000,0 
169,6115¤¤»È¥x¥_,24.20,0,1000,,170,611A¤¤»ÈÂ×­ì,24.25,2000,0 
171,611A¤¤»ÈÂ×­ì,24.60,0,2000,,172,6160¤¤°ê«H°U,24.35,1000,0 
173,6162¤¤«H°U©¾,24.30,0,1000,,174,6164¤¤«H°U¤å,24.35,1000,0 
175,6165¤¤«H°U·s,24.35,0,5000,,176,6165¤¤«H°U·s,24.40,1000,0 
177,616K¤¤«H°U°ª,24.30,5000,0,,178,6210·s ¦Ê ¤ý,24.20,10000,0 
179,6210·s ¦Ê ¤ý,24.25,39000,0,,180,6380¥ú    ©M,24.45,0,4000 
181,6380¥ú    ©M,24.50,0,4000,,182,6382¥ú©M¥Ð¤¤,24.20,3000,0 
183,6383¥ú©M©M¬ü,24.00,0,1000,,184,6383¥ú©M©M¬ü,24.45,1000,0 
185,638A¥ú©M¹Å¸q,24.10,1000,0,,186,6450¥Ã    ¥þ,24.05,1000,0 
187,6464¤j©÷·s©±,24.10,1000,0,,188,6464¤j©÷·s©±,24.15,1000,0 
189,6912¼w«H¤¤¥¿,24.05,1000,0,,190,6912¼w«H¤¤¥¿,24.20,1000,0 
191,6950ºÖ    ³Ó,24.35,1000,0,,192,7003¥üÂ×¥x¤¤,24.00,1000,0 
193,7005¥üÂ×¤¤´ä,24.20,2000,0,,194,7009¥üÂ×´º¬ü,24.35,0,5000 
195,700a¥üÂ×©¾§µ,24.45,0,3000,,196,700a¥üÂ×©¾§µ,24.55,4000,0 
197,700a¥üÂ×©¾§µ,24.60,1000,0,,198,700f¥üÂ×³À´ä,24.35,3000,0 
199,700I¥üÂ×¥_°ª,24.40,2000,0,,200,700k¥üÂ×­ûªL,24.05,10000,0 
201,700k¥üÂ×­ûªL,24.15,10000,0,,202,700k¥üÂ×­ûªL,24.25,10000,0 
203,700k¥üÂ×­ûªL,24.35,5000,0,,204,700k¥üÂ×­ûªL,24.40,5000,0 
205,700k¥üÂ×­ûªL,24.45,5000,0,,206,700K¥üÂ×·sÀç,24.40,1000,0 
207,700L¥üÂ×¤Ñ¥À,24.25,2000,0,,208,700R¥üÂ×¤p´ä,24.25,1,0 
209,700w¥üÂ×·s²ø,24.25,1,0,,210,700W¥üÂ×«°¤¤,24.50,1000,0 
211,7030­P    ©M,24.25,200,0,,212,7790°ê²¼ºî¦X,24.25,4000,0 
213,7790°ê²¼ºî¦X,24.40,0,4000,,214,7795°ê²¼«n´ä,24.15,0,1000 
215,7795°ê²¼«n´ä,24.25,1000,3000,,216,779c°ê²¼´°¥_,24.00,1000,0 
217,779c°ê²¼´°¥_,24.25,0,10000,,218,779e°ê²¼«n¬ì,24.20,3000,0 
219,779j°ê²¼©M¥­,24.40,2000,0,,220,779m°ê²¼¤¤´ä,24.10,1000,0 
221,779m°ê²¼¤¤´ä,24.20,1000,0,,222,779P°ê²¼¤E¹©,24.05,10000,0 
223,779P°ê²¼¤E¹©,24.10,23000,0,,224,779P°ê²¼¤E¹©,24.20,0,1000 
225,779P°ê²¼¤E¹©,24.25,0,5000,,226,779u°ê²¼ªø«°,24.10,0,1000 
227,779u°ê²¼ªø«°,24.50,0,3000,,228,779v°ê²¼¥x¤¤,24.25,0,3000 
229,779V°ê²¼¤Ñ²»,24.10,0,1000,,230,779V°ê²¼¤Ñ²»,24.20,0,1000 
231,779Z°ê²¼¦w©M,24.25,375,0,,232,8150¥x    ·s,24.00,0,1000 
233,8150¥x    ·s,24.05,1000,0,,234,8150¥x    ·s,24.10,2000,1000 
235,8150¥x    ·s,24.15,0,1000,,236,8150¥x    ·s,24.20,2000,1000 
237,8150¥x    ·s,24.35,4000,0,,238,8150¥x    ·s,24.40,0,10000 
239,8150¥x    ·s,24.45,3000,2000,,240,8150¥x    ·s,24.50,1000,0 
241,8150¥x    ·s,24.60,0,1000,,242,8156¥x·s¤T¥Á,24.20,0,1000 
243,8159¥x·s¥x«n,24.45,1000,0,,244,8159¥x·s¥x«n,24.55,1000,0 
245,815A¥x·s°ª¶¯,24.10,1000,0,,246,815A¥x·s°ª¶¯,24.35,4000,0 
247,815B¥x·s¥x¤¤,24.05,0,1000,,248,815B¥x·s¥x¤¤,24.25,10000,0 
249,815B¥x·s¥x¤¤,24.35,0,1000,,250,815B¥x·s¥x¤¤,24.40,1000,1000 
251,815B¥x·s¥x¤¤,24.45,1000,0,,252,815Y¥x·s·sÀç,24.30,2000,0 
253,8380¦w    ®õ,24.35,5000,0,,254,8440¼¯®Ú¤j³q,24.10,0,16000 
255,8440¼¯®Ú¤j³q,24.15,0,1000,,256,8440¼¯®Ú¤j³q,24.20,0,6000 
257,8440¼¯®Ú¤j³q,24.25,0,4000,,258,8440¼¯®Ú¤j³q,24.30,0,8000 
259,8440¼¯®Ú¤j³q,24.35,1000,0,,260,8440¼¯®Ú¤j³q,24.40,0,2000 
261,8440¼¯®Ú¤j³q,24.45,2000,0,,262,8440¼¯®Ú¤j³q,24.50,0,1000 
263,8455±d©M¥x¤¤,24.45,0,1000,,264,845J±d©M°ª¶¯,24.45,0,2000 
265,8560·s    ¥ú,24.30,1000,0,,266,8560·s    ¥ú,24.35,0,3000 
267,8560·s    ¥ú,24.40,0,4000,,268,8560·s    ¥ú,24.50,7000,7000 
269,8561·s¥ú¥x¤¤,24.00,0,1000,,270,8561·s¥ú¥x¤¤,24.20,0,1000 
271,8563·s¥ú·s¦Ë,24.15,1000,0,,272,8563·s¥ú·s¦Ë,24.35,10000,0 
273,8585Áp¨¹¤T­«,24.20,0,2000,,274,8711¶§«H¥ÛµP,24.45,1000,0 
275,8842¥É¤s·s²ø,24.10,1000,0,,276,8842¥É¤s·s²ø,24.15,1000,0 
277,8842¥É¤s·s²ø,24.25,1000,0,,278,8842¥É¤s·s²ø,24.30,1000,0 
279,8846¥É¤sªO¾ô,24.20,1000,0,,280,8847¥É¤s¥x«n,24.45,0,1000 
281,8848¥É¤s¹Å¸q,24.25,0,1000,,282,884A¥É¤s¤hªL,24.30,1000,0 
283,884A¥É¤s¤hªL,24.35,4000,0,,284,884B¥É¤s¥x¤¤,24.35,0,1000 
285,884C¥É¤s«n¨Ê,24.05,2000,0,,286,884D¥É¤s¥ªÀç,24.05,0,2000 
287,884D¥É¤s¥ªÀç,24.10,0,2000,,288,884D¥É¤s¥ªÀç,24.30,1000,0 
289,884E¥É¤s«°¤¤,24.40,1000,0,,290,884E¥É¤s«°¤¤,24.45,4000,0 
291,884H¥É¤s·s¦Ë,24.45,2000,0,,292,884J¥É¤s¤j¨½,24.10,1000,0 
293,884J¥É¤s¤j¨½,24.20,0,1000,,294,884J¥É¤s¤j¨½,24.35,0,3000 
295,884J¥É¤s¤j¨½,24.45,0,30000,,296,884J¥É¤s¤j¨½,24.50,0,12000 
297,8880°ê®õºî¦X,24.15,16000,0,,298,8881°ê®õ°ª¶¯,24.05,0,100000 
299,8881°ê®õ°ª¶¯,24.45,5000,0,,300,8882°ê®õ¥x¤¤,24.05,1000,0 
301,8882°ê®õ¥x¤¤,24.50,5000,0,,302,8887°ê®õ©¾§µ,24.30,3000,0 
303,8888°ê®õ´°«n,24.15,0,1000,,304,8888°ê®õ´°«n,24.35,1000,0 
305,8888°ê®õ´°«n,24.55,1000,0,,306,8888°ê®õ´°«n,24.60,0,2000 
307,9101¸s¯q´°«n,24.05,9000,0,,308,9101¸s¯q´°«n,24.10,16000,0 
