¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1101"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1020¦X¡@¡@®w,42.40,6000,0,,2,1020¦X¡@¡@®w,42.45,1000,0 
3,1020¦X¡@¡@®w,42.50,1000,0,,4,1020¦X¡@¡@®w,42.60,2070,0 
5,1020¦X¡@¡@®w,42.65,1000,0,,6,1020¦X¡@¡@®w,42.70,3000,0 
7,1021¦X®w¥x¤¤,42.40,3000,1000,,8,1021¦X®w¥x¤¤,42.45,10000,0 
9,1021¦X®w¥x¤¤,42.50,3000,0,,10,1021¦X®w¥x¤¤,42.65,1000,0 
11,1021¦X®w¥x¤¤,42.70,2000,0,,12,1022¦X®w¥x«n,42.35,1000,0 
13,1022¦X®w¥x«n,42.45,1000,0,,14,1022¦X®w¥x«n,42.50,1000,0 
15,1023¦X®w°ª¶¯,42.40,1000,0,,16,1023¦X®w°ª¶¯,42.45,2000,0 
17,1023¦X®w°ª¶¯,42.50,2000,0,,18,1023¦X®w°ª¶¯,42.65,1000,0 
19,1023¦X®w°ª¶¯,42.70,0,1000,,20,1024¦X®w¹Å¸q,42.40,2000,0 
21,1024¦X®w¹Å¸q,42.45,1000,0,,22,1024¦X®w¹Å¸q,42.50,1000,0 
23,1024¦X®w¹Å¸q,42.60,1000,0,,24,1025¦X®w°ò¶©,42.40,1000,0 
25,1025¦X®w°ò¶©,42.50,1000,0,,26,1025¦X®w°ò¶©,42.55,1000,0 
27,1025¦X®w°ò¶©,42.60,1000,0,,28,1025¦X®w°ò¶©,42.70,4000,0 
29,1025¦X®w°ò¶©,42.75,1000,0,,30,1029¦X®w»ñ¤s,42.40,5000,0 
31,1029¦X®w»ñ¤s,42.50,1000,0,,32,102C¦X®w¦Û±j,42.40,11000,0 
33,102C¦X®w¦Û±j,42.70,4000,0,,34,102C¦X®w¦Û±j,42.80,2000,0 
35,102E¦X®w®ç¶é,42.35,1000,0,,36,102E¦X®w®ç¶é,42.70,1000,0 
37,102F¦X®w¦è¥x,42.40,1000,0,,38,102F¦X®w¦è¥x,42.45,3000,0 
39,102F¦X®w¦è¥x,42.70,1000,0,,40,102G¦X®w¤T­«,42.50,1000,0 
41,102G¦X®w¤T­«,42.70,2000,0,,42,1030¤g¡@¡@»È,42.50,1000,0 
43,1030¤g¡@¡@»È,42.60,1000,0,,44,1030¤g¡@¡@»È,42.70,1000,0 
45,1031¤g»È¥x¤¤,42.40,1000,0,,46,1031¤g»È¥x¤¤,42.45,3000,0 
47,1031¤g»È¥x¤¤,42.55,3000,0,,48,1031¤g»È¥x¤¤,42.65,4000,0 
49,1031¤g»È¥x¤¤,42.70,1000,0,,50,1031¤g»È¥x¤¤,42.80,5000,0 
51,1032¤g»È¥x«n,42.45,1000,0,,52,1032¤g»È¥x«n,42.50,2000,0 
53,1034¤g»È¹Å¸q,42.40,1000,0,,54,1034¤g»È¹Å¸q,42.65,1000,0 
55,1034¤g»È¹Å¸q,42.75,5000,0,,56,1034¤g»È¹Å¸q,42.80,1000,0 
57,1035¤g»È·s¦Ë,42.40,57000,0,,58,1035¤g»È·s¦Ë,42.70,2000,0 
59,1035¤g»È·s¦Ë,42.75,0,7000,,60,1036¤g»È¥É¨½,42.45,3000,0 
61,1036¤g»È¥É¨½,42.70,2000,0,,62,1037¤g»Èªá½¬,42.40,1000,0 
63,1037¤g»Èªá½¬,42.50,7000,0,,64,1037¤g»Èªá½¬,42.60,5000,0 
65,1037¤g»Èªá½¬,42.70,5000,0,,66,1038¤g»È©M¥­,42.35,2000,0 
67,1039¤g»È¤hªL,42.60,0,7000,,68,103A¤g»È«Ø°ê,42.40,1000,0 
69,103A¤g»È«Ø°ê,42.45,1000,0,,70,103A¤g»È«Ø°ê,42.50,1000,0 
71,103A¤g»È«Ø°ê,42.60,2000,0,,72,103A¤g»È«Ø°ê,42.70,1000,0 
73,103A¤g»È«Ø°ê,42.75,2000,0,,74,103B¤g»È¹ü¤Æ,42.45,4000,0 
75,103C¤g»È¥Õªe,42.40,1000,0,,76,103C¤g»È¥Õªe,42.45,2000,0 
77,103C¤g»È¥Õªe,42.50,1000,0,,78,103C¤g»È¥Õªe,42.60,1000,0 
79,103C¤g»È¥Õªe,42.75,5000,0,,80,103F¤g»È«n´ä,42.35,1000,0 
81,103F¤g»È«n´ä,42.40,2000,0,,82,103F¤g»È«n´ä,42.45,1000,0 
83,103F¤g»È«n´ä,42.50,1000,0,,84,103F¤g»È«n´ä,42.55,20000,0 
85,1040»O    »È,42.35,4000,0,,86,1040»O    »È,42.40,5000,0 
87,1040»O    »È,42.45,25000,0,,88,1040»O    »È,42.50,2000,0 
89,1040»O    »È,42.55,0,1000,,90,1040»O    »È,42.60,1000,0 
91,1040»O    »È,42.70,1000,0,,92,1040»O    »È,42.75,1000,0 
93,1040»O    »È,42.80,10000,0,,94,1041»O»È»ñ¤s,42.40,8000,1000 
95,1041»O»È»ñ¤s,42.45,1000,1000,,96,1041»O»È»ñ¤s,42.50,8000,0 
97,1041»O»È»ñ¤s,42.60,4000,1,,98,1041»O»È»ñ¤s,42.65,1000,0 
99,1041»O»È»ñ¤s,42.70,3000,0,,100,1041»O»È»ñ¤s,42.75,2000,0 
101,1042»O»È»O«n,42.35,5000,0,,102,1042»O»È»O«n,42.40,112000,0 
103,1042»O»È»O«n,42.45,12000,0,,104,1042»O»È»O«n,42.50,112000,4000 
105,1042»O»È»O«n,42.55,2000,0,,106,1042»O»È»O«n,42.60,4000,5000 
107,1042»O»È»O«n,42.65,0,5000,,108,1042»O»È»O«n,42.70,10000,0 
109,1042»O»È»O«n,42.75,1000,0,,110,1043»O»È¥ÁÅv,42.40,4000,1000 
111,1043»O»È¥ÁÅv,42.45,7000,0,,112,1043»O»È¥ÁÅv,42.50,6000,0 
113,1043»O»È¥ÁÅv,42.55,1000,0,,114,1043»O»È¥ÁÅv,42.60,3000,0 
115,1043»O»È¥ÁÅv,42.65,2000,0,,116,1043»O»È¥ÁÅv,42.70,4000,0 
117,1045»O»È·s¦Ë,42.40,2000,0,,118,1045»O»È·s¦Ë,42.45,3000,0 
119,1045»O»È·s¦Ë,42.50,2000,0,,120,1045»O»È·s¦Ë,42.55,5000,0 
121,1045»O»È·s¦Ë,42.60,12000,0,,122,1045»O»È·s¦Ë,42.70,6000,0 
123,1045»O»È·s¦Ë,42.75,3000,0,,124,104A»O»È»O¤¤,42.35,6000,0 
125,104A»O»È»O¤¤,42.40,5000,0,,126,104A»O»È»O¤¤,42.45,7000,0 
127,104A»O»È»O¤¤,42.50,11000,0,,128,104A»O»È»O¤¤,42.60,2000,0 
129,104A»O»È»O¤¤,42.65,2000,0,,130,104A»O»È»O¤¤,42.70,12000,0 
131,104A»O»È»O¤¤,42.75,5000,2000,,132,104A»O»È»O¤¤,42.80,3000,0 
133,104A»O»È»O¤¤,42.85,3000,0,,134,104C»O»È°ª¶¯,42.35,1000,0 
135,104C»O»È°ª¶¯,42.40,1000,0,,136,104C»O»È°ª¶¯,42.45,3000,0 
137,104C»O»È°ª¶¯,42.50,10000,1000,,138,104C»O»È°ª¶¯,42.60,1000,0 
139,104C»O»È°ª¶¯,42.80,1000,0,,140,104C»O»È°ª¶¯,42.85,1000,0 
141,104D»O»Èª÷¤s,42.35,1000,0,,142,104D»O»Èª÷¤s,42.40,0,25000 
143,104D»O»Èª÷¤s,42.70,1000,0,,144,1110¥ø    »È,42.60,1000,0 
145,1110¥ø    »È,42.70,2000,0,,146,1110¥ø    »È,42.75,1000,0 
147,1114¥ø»È¹Å¸q,42.35,1000,0,,148,1114¥ø»È¹Å¸q,42.40,4000,0 
149,1114¥ø»È¹Å¸q,42.60,10000,0,,150,1115¥ø»È¤Ó¥­,42.70,1000,0 
151,1116¥ø»È«ÌªF,42.45,2000,0,,152,1116¥ø»È«ÌªF,42.50,1000,0 
153,1116¥ø»È«ÌªF,42.60,20000,0,,154,1116¥ø»È«ÌªF,42.65,20000,0 
155,1117¥ø»È¦Ë¥_,42.40,5000,0,,156,1117¥ø»È¦Ë¥_,42.50,1000,0 
157,1117¥ø»È¦Ë¥_,42.60,1000,0,,158,1119¥ø»È©£¤s,42.40,5000,0 
159,1119¥ø»È©£¤s,42.45,1000,0,,160,1119¥ø»È©£¤s,42.70,1000,0 
161,111A¥ø»È¥Á¶¯,42.40,20000,0,,162,111B¥x¥ø«Ø¦¨,42.40,1000,0 
163,111E¥ø»È®ç¶é,42.40,50000,0,,164,111E¥ø»È®ç¶é,42.60,1000,0 
165,111F¥ø»È¥_°ª,42.50,1000,0,,166,111F¥ø»È¥_°ª,42.65,1000,0 
167,111F¥ø»È¥_°ª,42.70,1000,0,,168,111G¥ø»È®HáY,42.35,0,1000 
169,111G¥ø»È®HáY,42.60,883,0,,170,1160¤é    ²±,42.40,10000,0 
171,1160¤é    ²±,42.45,10000,0,,172,1160¤é    ²±,42.50,1000,0 
173,1160¤é    ²±,42.60,1000,0,,174,1160¤é    ²±,42.65,2000,0 
175,1160¤é    ²±,42.70,6000,10000,,176,1160¤é    ²±,42.75,1000,0 
177,1160¤é    ²±,42.85,30000,0,,178,1162¤é²±¥x«n,42.75,1000,0 
179,1163¤é²±¥x¤¤,42.75,2000,0,,180,1164¤é²±¤º´ò,42.40,1000,0 
181,1164¤é²±¤º´ò,42.60,40,0,,182,1165¤é²±ªO¾ô,42.40,1000,0 
183,1165¤é²±ªO¾ô,42.45,2000,0,,184,1165¤é²±ªO¾ô,42.50,1000,0 
185,1165¤é²±ªO¾ô,42.55,2000,0,,186,1165¤é²±ªO¾ô,42.60,3000,0 
187,1165¤é²±ªO¾ô,42.75,0,5000,,188,1166¤é²±Âù©M,42.40,1000,0 
189,1166¤é²±Âù©M,42.45,2000,0,,190,1166¤é²±Âù©M,42.55,1000,0 
191,1166¤é²±Âù©M,42.60,1000,0,,192,1166¤é²±Âù©M,42.70,3000,0 
193,1166¤é²±Âù©M,42.80,1000,0,,194,1166¤é²±Âù©M,42.85,0,1000 
195,1167¤é²±¹Å¸q,42.80,2000,0,,196,1168¤é²±°ª¶¯,42.40,0,2000 
197,1169¤é²±¤hªL,42.40,1000,0,,198,1169¤é²±¤hªL,42.45,1000,0 
199,1169¤é²±¤hªL,42.60,58,0,,200,1169¤é²±¤hªL,42.75,0,1000 
201,116A¤é²±¤ì¬],42.40,1000,0,,202,116A¤é²±¤ì¬],42.45,2000,1000 
203,116A¤é²±¤ì¬],42.55,1000,0,,204,116A¤é²±¤ì¬],42.60,1000,0 
205,116A¤é²±¤ì¬],42.70,4000,0,,206,116A¤é²±¤ì¬],42.75,1000,5000 
207,116B¤é²±¤¤Ãc,42.40,2000,1000,,208,116B¤é²±¤¤Ãc,42.45,3000,0 
209,116B¤é²±¤¤Ãc,42.50,1000,0,,210,116B¤é²±¤¤Ãc,42.60,1000,0 
211,116B¤é²±¤¤Ãc,42.70,2000,0,,212,116B¤é²±¤¤Ãc,42.75,1000,0 
213,116c¤é²±Â×­ì,42.55,2000,0,,214,116C¤é²±¤K¼w,42.40,0,31000 
215,116C¤é²±¤K¼w,42.45,2000,1000,,216,116C¤é²±¤K¼w,42.50,1000,0 
217,116C¤é²±¤K¼w,42.60,1000,0,,218,116C¤é²±¤K¼w,42.75,1000,0 
219,116C¤é²±¤K¼w,42.80,1000,0,,220,116d¤é²±¤T®l,42.70,1000,0 
221,116d¤é²±¤T®l,42.80,1000,0,,222,116e¤é²±¦Ë¥_,42.40,2000,0 
223,116e¤é²±¦Ë¥_,42.80,15000,0,,224,116E¤é²±¤T­«,42.55,1000,0 
225,116E¤é²±¤T­«,42.75,1000,0,,226,116f¤é²±´_¿³,42.80,1000,0 
227,116F¤é²±­ûªL,42.40,31000,0,,228,116F¤é²±­ûªL,42.45,1000,0 
229,116F¤é²±­ûªL,42.50,4000,0,,230,116g¤é²±Às¼æ,42.40,2000,0 
231,116g¤é²±Às¼æ,42.45,1000,0,,232,116g¤é²±Às¼æ,42.50,1000,0 
233,116g¤é²±Às¼æ,42.60,1000,0,,234,116g¤é²±Às¼æ,42.65,1000,0 
235,116g¤é²±Às¼æ,42.70,1000,0,,236,116G¤é²±´º¬ü,42.40,1000,0 
237,116G¤é²±´º¬ü,42.50,2000,0,,238,116G¤é²±´º¬ü,42.65,1000,0 
239,116G¤é²±´º¬ü,42.70,0,1000,,240,116G¤é²±´º¬ü,42.75,6000,0 
241,116H¤é²±·s¦Ë,42.40,1000,0,,242,116H¤é²±·s¦Ë,42.60,3000,0 
243,116H¤é²±·s¦Ë,42.75,2000,0,,244,116i¤é²±¾ðªL,42.45,2000,0 
245,116i¤é²±¾ðªL,42.55,1000,0,,246,116i¤é²±¾ðªL,42.60,1000,0 
247,116i¤é²±¾ðªL,42.65,1000,0,,248,116i¤é²±¾ðªL,42.70,3000,0 
249,116j¤é²±ÀY¥÷,42.50,8000,0,,250,116j¤é²±ÀY¥÷,42.60,2000,0 
251,116J¤é²±¤¤¤s,42.35,0,1000,,252,116k¤é²±¥_°ª,42.40,1000,0 
253,116K¤é²±ªá½¬,42.40,1000,0,,254,116K¤é²±ªá½¬,42.45,12000,0 
255,116K¤é²±ªá½¬,42.75,6000,0,,256,116L¤é²±¤j¼[,42.40,1000,4000 
257,116L¤é²±¤j¼[,42.55,1000,0,,258,116L¤é²±¤j¼[,42.60,1000,1000 
259,116L¤é²±¤j¼[,42.70,2000,0,,260,116L¤é²±¤j¼[,42.80,1000,0 
261,116m¤é²±©M¬ü,42.40,1000,0,,262,116m¤é²±©M¬ü,42.50,2000,0 
263,116m¤é²±©M¬ü,42.70,2000,0,,264,116m¤é²±©M¬ü,42.75,2000,0 
265,116m¤é²±©M¬ü,42.80,2000,0,,266,116M¤é²±«ÌªF,42.40,0,1000 
267,116N¤é²±¥Ã±d,42.35,10000,0,,268,116N¤é²±¥Ã±d,42.40,33000,0 
269,116N¤é²±¥Ã±d,42.50,1000,0,,270,116N¤é²±¥Ã±d,42.65,10000,0 
271,116N¤é²±¥Ã±d,42.70,20000,0,,272,116N¤é²±¥Ã±d,42.75,20000,0 
273,116P¤é²±«H¸q,42.35,1000,0,,274,116P¤é²±«H¸q,42.45,5000,0 
275,116P¤é²±«H¸q,42.60,1000,0,,276,116Q¤é²±¤GªL,42.40,3000,0 
277,116Q¤é²±¤GªL,42.55,2000,0,,278,116Q¤é²±¤GªL,42.60,300,0 
279,116Q¤é²±¤GªL,42.65,2000,0,,280,116Q¤é²±¤GªL,42.70,2000,0 
281,116r¤é²±¤å¤Æ,42.40,4000,0,,282,116r¤é²±¤å¤Æ,42.50,2000,0 
283,116r¤é²±¤å¤Æ,42.65,1000,0,,284,116s¤é²±¤g«°,42.40,1000,0 
285,116s¤é²±¤g«°,42.60,1000,0,,286,116s¤é²±¤g«°,42.70,1000,0 
287,116S¤é²±·s²ø,42.40,1000,0,,288,116S¤é²±·s²ø,42.45,10000,5000 
289,116S¤é²±·s²ø,42.80,10000,0,,290,116U¤é²±®ç¶é,42.40,1000,0 
291,116U¤é²±®ç¶é,42.70,1000,2000,,292,116V¤é²±¤æ¤»,42.50,1000,0 
293,116V¤é²±¤æ¤»,42.60,5000,0,,294,116V¤é²±¤æ¤»,42.70,5000,0 
295,116V¤é²±¤æ¤»,42.75,0,20000,,296,116W¤é²±»ñ¤s,42.85,5000,0 
297,116X¤é²±©yÄõ,42.45,1000,0,,298,116X¤é²±©yÄõ,42.80,1000,0 
299,116Z¤é²±¤¤©M,42.35,4000,0,,300,116Z¤é²±¤¤©M,42.40,1000,0 
301,116Z¤é²±¤¤©M,42.45,2000,0,,302,116Z¤é²±¤¤©M,42.80,1000,0 
303,116Z¤é²±¤¤©M,42.85,1000,0,,304,1230¹ü    »È,42.40,2000,0 
305,1230¹ü    »È,42.50,0,1000,,306,1230¹ü    »È,42.55,1000,0 
307,1230¹ü    »È,42.65,6000,0,,308,1230¹ü    »È,42.70,1000,0 
309,1230¹ü    »È,42.75,1000,0,,310,1232¹ü»È¤C½å,42.75,40000,0 
311,1233¹ü»È¥x¤¤,42.40,1000,0,,312,1233¹ü»È¥x¤¤,42.50,2000,0 
313,1260§»    »·,42.45,0,1000,,314,1260§»    »·,42.50,1000,0 
315,1260§»    »·,42.75,1000,0,,316,1261§»»·¥Á¥Í,42.35,2000,0 
317,1261§»»·¥Á¥Í,42.45,1000,0,,318,126H§»»·¤¤©M,42.40,1000,0 
319,126Q§»»·°ª¶¯,42.40,1000,0,,320,126Q§»»·°ª¶¯,42.45,3000,0 
321,126U§»»·À]«e,42.40,1000,0,,322,126U§»»·À]«e,42.55,2000,0 
323,126X§»»··s¤Æ,42.70,2000,0,,324,1360´ä³Á®æ²z,42.35,1000,470000 
325,1360´ä³Á®æ²z,42.40,1000,672000,,326,1360´ä³Á®æ²z,42.45,1000,513000 
327,1360´ä³Á®æ²z,42.50,1000,358000,,328,1360´ä³Á®æ²z,42.55,0,225000 
329,1360´ä³Á®æ²z,42.60,1000,202000,,330,1360´ä³Á®æ²z,42.65,0,169000 
331,1360´ä³Á®æ²z,42.70,2000,0,,332,1360´ä³Á®æ²z,42.75,2000,0 
333,1360´ä³Á®æ²z,42.80,1000,0,,334,1360´ä³Á®æ²z,42.85,1000,24000 
335,1440¬üªL,42.35,20000,267000,,336,1440¬üªL,42.40,7000,62000 
337,1440¬üªL,42.45,115000,177000,,338,1440¬üªL,42.50,6000,602000 
339,1440¬üªL,42.55,11000,146000,,340,1440¬üªL,42.60,0,274000 
341,1440¬üªL,42.65,0,330000,,342,1440¬üªL,42.70,9000,299000 
343,1440¬üªL,42.75,119000,853000,,344,1440¬üªL,42.80,0,304000 
345,1440¬üªL,42.85,22000,177000,,346,1440¬üªL,42.90,0,1000 
347,1470¥xÆW¼¯®Ú,42.35,96000,91000,,348,1470¥xÆW¼¯®Ú,42.40,57000,130000 
349,1470¥xÆW¼¯®Ú,42.45,27000,100000,,350,1470¥xÆW¼¯®Ú,42.50,38000,33000 
351,1470¥xÆW¼¯®Ú,42.55,32000,103000,,352,1470¥xÆW¼¯®Ú,42.60,15000,15000 
353,1470¥xÆW¼¯®Ú,42.65,10000,148000,,354,1470¥xÆW¼¯®Ú,42.70,24000,93000 
355,1470¥xÆW¼¯®Ú,42.75,58000,177000,,356,1470¥xÆW¼¯®Ú,42.80,11000,134000 
357,1470¥xÆW¼¯®Ú,42.85,22000,148000,,358,1480¬ü°Ó°ª²±,42.35,98000,39000 
359,1480¬ü°Ó°ª²±,42.40,0,63000,,360,1480¬ü°Ó°ª²±,42.45,1000,91000 
361,1480¬ü°Ó°ª²±,42.50,0,59000,,362,1480¬ü°Ó°ª²±,42.55,0,44000 
363,1480¬ü°Ó°ª²±,42.60,62,45000,,364,1480¬ü°Ó°ª²±,42.65,0,25000 
365,1480¬ü°Ó°ª²±,42.70,0,126000,,366,1480¬ü°Ó°ª²±,42.75,0,2000 
367,1480¬ü°Ó°ª²±,42.85,11000,0,,368,1520·ç¤h«H¶U,42.35,237000,0 
369,1520·ç¤h«H¶U,42.40,27000,37000,,370,1520·ç¤h«H¶U,42.45,21000,12000 
371,1520·ç¤h«H¶U,42.50,15000,43000,,372,1520·ç¤h«H¶U,42.55,7000,37000 
373,1520·ç¤h«H¶U,42.60,18000,2000,,374,1520·ç¤h«H¶U,42.65,3000,8000 
375,1520·ç¤h«H¶U,42.70,26000,145000,,376,1520·ç¤h«H¶U,42.75,70000,16000 
377,1520·ç¤h«H¶U,42.80,132000,20000,,378,1520·ç¤h«H¶U,42.85,44000,10000 
379,1560´ä°Ó³¥§ø,42.65,0,7000,,380,1560´ä°Ó³¥§ø,42.75,0,87000 
381,1560´ä°Ó³¥§ø,42.80,0,62000,,382,1560´ä°Ó³¥§ø,42.85,0,44000 
383,1560´ä°Ó³¥§ø,42.90,0,2000,,384,1590ªáºXÀô²y,42.35,0,3000 
385,1590ªáºXÀô²y,42.40,0,3000,,386,1590ªáºXÀô²y,42.45,0,6000 
387,1590ªáºXÀô²y,42.50,0,2000,,388,1590ªáºXÀô²y,42.55,5000,4000 
389,1590ªáºXÀô²y,42.60,4000,0,,390,1590ªáºXÀô²y,42.65,14000,5000 
391,1590ªáºXÀô²y,42.70,12000,4000,,392,1590ªáºXÀô²y,42.75,28000,10000 
393,1590ªáºXÀô²y,42.80,11000,5000,,394,1590ªáºXÀô²y,42.85,0,4000 
395,1650·ç»È,42.35,6000,4000,,396,1650·ç»È,42.40,6000,3000 
397,1650·ç»È,42.45,11000,9000,,398,1650·ç»È,42.50,4000,40000 
399,1650·ç»È,42.55,3000,2000,,400,1650·ç»È,42.60,8000,4000 
401,1650·ç»È,42.65,0,9000,,402,1650·ç»È,42.70,16000,0 
403,1650·ç»È,42.75,16000,13000,,404,1650·ç»È,42.80,15000,5000 
405,1650·ç»È,42.85,0,8000,,406,2180¨È    ªF,42.35,1000,0 
407,2180¨È    ªF,42.40,10000,0,,408,2180¨È    ªF,42.45,1000,0 
409,2180¨È    ªF,42.55,1000,0,,410,2180¨È    ªF,42.60,10000,0 
411,2180¨È    ªF,42.75,15000,0,,412,2180¨È    ªF,42.85,1000,0 
413,2184¨ÈªF·s¦Ë,42.35,3000,0,,414,2184¨ÈªF·s¦Ë,42.40,1000,0 
415,2185¨ÈªF¥x«n,42.50,1000,0,,416,2187¨ÈªF¥x¤¤,42.35,0,1000 
417,5050¤j    ®i,42.40,5000,0,,418,5050¤j    ®i,42.45,3000,0 
419,5050¤j    ®i,42.50,1000,0,,420,5050¤j    ®i,42.55,2000,0 
421,5050¤j    ®i,42.75,3000,0,,422,5260¤j    ¼y,42.45,1000,0 
423,5260¤j    ¼y,42.85,2000,0,,424,5261¤j¼yÄª¬w,42.40,1000,1000 
425,5261¤j¼yÄª¬w,42.50,1000,0,,426,5262¤j¼y·¨±ö,42.40,11000,2000 
427,5262¤j¼y·¨±ö,42.45,2000,0,,428,5262¤j¼y·¨±ö,42.50,1000,0 
429,5262¤j¼y·¨±ö,42.70,1000,0,,430,5263¤j¼y®õ¤s,42.40,5000,0 
431,5263¤j¼y®õ¤s,42.50,1000,0,,432,5266¤j¼y¤¤Ãc,42.50,0,15000 
433,5266¤j¼y¤¤Ãc,42.60,0,428,,434,5267¤j¼y°ò¶©,42.40,2000,0 
435,526K¤j¼y´I¶¶,42.40,1000,0,,436,526K¤j¼y´I¶¶,42.70,11000,0 
437,526K¤j¼y´I¶¶,42.75,1000,0,,438,526K¤j¼y´I¶¶,42.85,2000,0 
439,5320°ª    ¾ô,42.50,3000,0,,440,5320°ª    ¾ô,42.60,2000,0 
441,5321°ª¾ôÀs¼æ,42.40,1000,0,,442,5321°ª¾ôÀs¼æ,42.45,2000,0 
443,5321°ª¾ôÀs¼æ,42.50,2000,0,,444,5321°ª¾ôÀs¼æ,42.55,0,3000 
445,5321°ª¾ôÀs¼æ,42.60,1000,0,,446,5380²Ä¤@ª÷ÃÒ,42.40,2000,0 
447,5380²Ä¤@ª÷ÃÒ,42.45,2000,0,,448,5380²Ä¤@ª÷ÃÒ,42.60,327,0 
449,5380²Ä¤@ª÷ÃÒ,42.65,1000,0,,450,5382²Ä¤@¥x¤¤,42.40,1000,0 
451,5382²Ä¤@¥x¤¤,42.50,1000,0,,452,5382²Ä¤@¥x¤¤,42.60,1000,0 
453,5382²Ä¤@¥x¤¤,42.70,1000,0,,454,5382²Ä¤@¥x¤¤,42.80,1000,0 
455,5382²Ä¤@¥x¤¤,42.85,1000,0,,456,5383²Ä¤@°ª¶¯,42.40,1000,0 
457,5384²Ä¤@¥x«n,42.40,1000,0,,458,5384²Ä¤@¥x«n,42.50,1000,0 
459,5384²Ä¤@¥x«n,42.75,2000,0,,460,5385²Ä¤@®ç¶é,42.45,12000,0 
