¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1210"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1020¦X¡@¡@®w,43.80,0,30000,,2,1020¦X¡@¡@®w,43.85,0,15000 
3,1020¦X¡@¡@®w,43.95,0,2000,,4,1020¦X¡@¡@®w,44.25,2000,0 
5,1021¦X®w¥x¤¤,43.90,1000,0,,6,1021¦X®w¥x¤¤,44.15,1000,0 
7,1021¦X®w¥x¤¤,44.45,0,1000,,8,1022¦X®w¥x«n,43.75,1000,0 
9,1022¦X®w¥x«n,43.90,0,1000,,10,1023¦X®w°ª¶¯,43.80,1000,0 
11,1023¦X®w°ª¶¯,43.90,1000,0,,12,1024¦X®w¹Å¸q,43.80,10000,0 
13,102A¦X®w·s¦Ë,43.80,1000,0,,14,102A¦X®w·s¦Ë,43.85,2000,0 
15,102A¦X®w·s¦Ë,43.95,1000,0,,16,102A¦X®w·s¦Ë,44.20,1000,0 
17,102A¦X®w·s¦Ë,44.25,2000,0,,18,102A¦X®w·s¦Ë,44.45,2000,0 
19,102C¦X®w¦Û±j,43.95,1000,0,,20,102F¦X®w¦è¥x,43.75,0,15000 
21,1030¤g¡@¡@»È,43.80,1000,0,,22,1032¤g»È¥x«n,43.95,10000,0 
23,1033¤g»È°ª¶¯,44.30,1000,0,,24,1035¤g»È·s¦Ë,43.85,1000,0 
25,1038¤g»È©M¥­,43.80,0,2000,,26,1040»O    »È,43.75,2000,0 
27,1040»O    »È,43.80,2000,0,,28,1040»O    »È,43.85,1000,0 
29,1040»O    »È,43.90,3000,20000,,30,1041»O»È»ñ¤s,43.80,2000,0 
31,1041»O»È»ñ¤s,43.85,1000,0,,32,1041»O»È»ñ¤s,43.90,5000,4000 
33,1041»O»È»ñ¤s,43.95,1000,0,,34,1042»O»È»O«n,43.80,1000,0 
35,1042»O»È»O«n,43.90,1000,1000,,36,1042»O»È»O«n,43.95,1000,1000 
37,1042»O»È»O«n,44.15,10000,0,,38,1043»O»È¥ÁÅv,43.75,300,0 
39,1043»O»È¥ÁÅv,43.85,1000,0,,40,1043»O»È¥ÁÅv,44.15,0,1000 
41,1045»O»È·s¦Ë,43.90,1000,0,,42,1045»O»È·s¦Ë,44.40,0,1000 
43,104A»O»È»O¤¤,43.80,2000,5000,,44,104A»O»È»O¤¤,43.85,1000,0 
45,104A»O»È»O¤¤,43.90,2000,0,,46,104A»O»È»O¤¤,43.95,0,5000 
47,104D»O»Èª÷¤s,43.85,0,1000,,48,104D»O»Èª÷¤s,43.90,2000,0 
49,104D»O»Èª÷¤s,43.95,5000,0,,50,1112¥ø»È¥x«n,43.85,0,1000 
51,1112¥ø»È¥x«n,43.90,2000,0,,52,1112¥ø»È¥x«n,43.95,1000,0 
53,1112¥ø»È¥x«n,44.15,10000,0,,54,1113¥ø»È¤E¦p,43.90,15000,0 
55,1115¥ø»È¤Ó¥­,44.20,1000,0,,56,1118¥ø»ÈÂ×­ì,43.85,0,2000 
57,1118¥ø»ÈÂ×­ì,43.95,2000,0,,58,111F¥ø»È¥_°ª,43.90,1000,0 
