¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="1103"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1,1020¦X¡@¡@®w,16.75,0,1000,,2,1020¦X¡@¡@®w,16.90,3000,0 
3,1020¦X¡@¡@®w,16.95,0,1000,,4,1021¦X®w¥x¤¤,16.70,0,1000 
5,1022¦X®w¥x«n,17.05,0,5000,,6,1024¦X®w¹Å¸q,16.45,0,2000 
7,1024¦X®w¹Å¸q,16.65,0,10000,,8,1024¦X®w¹Å¸q,16.85,1000,1000 
9,1024¦X®w¹Å¸q,16.90,1000,0,,10,1024¦X®w¹Å¸q,17.10,0,1000 
11,1025¦X®w°ò¶©,16.90,5000,0,,12,102A¦X®w·s¦Ë,16.70,0,7000 
13,102C¦X®w¦Û±j,17.10,2000,0,,14,102F¦X®w¦è¥x,16.95,0,1000 
15,102F¦X®w¦è¥x,17.15,1000,0,,16,102G¦X®w¤T­«,16.75,0,1000 
17,1031¤g»È¥x¤¤,16.95,0,2000,,18,1033¤g»È°ª¶¯,16.80,1000,0 
19,1034¤g»È¹Å¸q,17.10,1000,0,,20,1035¤g»È·s¦Ë,16.45,1000,0 
21,1040»O    »È,16.60,1000,0,,22,1040»O    »È,16.80,1000,1000 
23,1040»O    »È,16.85,1000,0,,24,1040»O    »È,17.00,1000,0 
25,1040»O    »È,17.05,6000,0,,26,1041»O»È»ñ¤s,16.75,0,177 
27,1041»O»È»ñ¤s,16.90,4000,0,,28,1041»O»È»ñ¤s,17.05,0,3000 
29,1041»O»È»ñ¤s,17.10,3000,10000,,30,1042»O»È»O«n,16.70,3000,0 
31,1042»O»È»O«n,16.80,1000,0,,32,1042»O»È»O«n,16.85,1000,18000 
33,1042»O»È»O«n,16.95,0,32000,,34,1042»O»È»O«n,17.10,2000,0 
35,1043»O»È¥ÁÅv,16.95,0,2000,,36,1043»O»È¥ÁÅv,17.05,1000,0 
37,104A»O»È»O¤¤,16.75,1000,0,,38,104A»O»È»O¤¤,16.85,1000,0 
39,104A»O»È»O¤¤,16.95,0,1000,,40,104C»O»È°ª¶¯,16.65,0,1000 
41,104C»O»È°ª¶¯,16.70,0,1000,,42,104C»O»È°ª¶¯,16.90,0,1000 
43,104C»O»È°ª¶¯,17.10,0,2000,,44,104C»O»È°ª¶¯,17.15,1000,0 
45,104D»O»Èª÷¤s,16.60,1000,0,,46,104D»O»Èª÷¤s,16.95,0,1000 
47,104D»O»Èª÷¤s,17.15,0,1000,,48,1110¥ø    »È,17.00,0,1000 
49,1110¥ø    »È,17.10,2000,0,,50,1111¥ø»È¥x¤¤,16.35,0,5000 
51,1115¥ø»È¤Ó¥­,17.05,10000,0,,52,1115¥ø»È¤Ó¥­,17.15,10000,0 
53,1160¤é    ²±,17.05,0,10000,,54,1161¤é²±©¾§µ,16.90,0,1000 
55,1161¤é²±©¾§µ,16.95,0,2000,,56,1163¤é²±¥x¤¤,17.00,0,2000 
57,1163¤é²±¥x¤¤,17.10,0,2000,,58,1166¤é²±Âù©M,17.05,0,3000 
59,1166¤é²±Âù©M,17.10,128000,0,,60,1166¤é²±Âù©M,17.15,3000,0 
61,1168¤é²±°ª¶¯,17.05,5000,0,,62,1168¤é²±°ª¶¯,17.10,0,3000 
63,116A¤é²±¤ì¬],17.00,0,1000,,64,116B¤é²±¤¤Ãc,16.75,0,3000 
65,116B¤é²±¤¤Ãc,16.85,0,1000,,66,116B¤é²±¤¤Ãc,17.05,0,4000 
67,116C¤é²±¤K¼w,16.40,1000,0,,68,116C¤é²±¤K¼w,16.45,0,1000 
69,116C¤é²±¤K¼w,16.75,2000,0,,70,116C¤é²±¤K¼w,16.85,0,1000 
71,116C¤é²±¤K¼w,16.90,0,1000,,72,116C¤é²±¤K¼w,16.95,0,1000 
73,116C¤é²±¤K¼w,17.00,2000,2000,,74,116C¤é²±¤K¼w,17.15,2000,0 
75,116E¤é²±¤T­«,16.60,1000,0,,76,116E¤é²±¤T­«,16.75,2000,0 
77,116E¤é²±¤T­«,16.80,2000,0,,78,116E¤é²±¤T­«,16.85,3000,1000 
79,116E¤é²±¤T­«,16.90,0,1000,,80,116E¤é²±¤T­«,16.95,0,3000 
81,116E¤é²±¤T­«,17.05,0,3000,,82,116E¤é²±¤T­«,17.10,0,4000 
83,116f¤é²±´_¿³,16.85,3000,0,,84,116F¤é²±­ûªL,16.75,0,1000 
85,116F¤é²±­ûªL,17.10,1000,0,,86,116G¤é²±´º¬ü,16.75,0,4000 
87,116G¤é²±´º¬ü,16.80,0,1000,,88,116G¤é²±´º¬ü,17.00,0,2000 
89,116H¤é²±·s¦Ë,16.75,3000,0,,90,116H¤é²±·s¦Ë,16.95,3000,0 
91,116i¤é²±¾ðªL,16.55,1000,0,,92,116i¤é²±¾ðªL,16.80,0,5000 
93,116i¤é²±¾ðªL,16.95,0,2000,,94,116i¤é²±¾ðªL,17.00,0,5000 
95,116i¤é²±¾ðªL,17.05,10000,4000,,96,116k¤é²±¥_°ª,16.40,0,1000 
97,116k¤é²±¥_°ª,16.85,0,1000,,98,116k¤é²±¥_°ª,16.95,0,1000 
99,116K¤é²±ªá½¬,16.80,3000,0,,100,116L¤é²±¤j¼[,16.85,0,1000 
101,116L¤é²±¤j¼[,16.90,0,10000,,102,116m¤é²±©M¬ü,16.70,1000,0 
103,116m¤é²±©M¬ü,16.75,7000,0,,104,116M¤é²±«ÌªF,16.50,0,1000 
105,116M¤é²±«ÌªF,16.55,0,1000,,106,116M¤é²±«ÌªF,16.60,0,1000 
107,116M¤é²±«ÌªF,16.65,0,1000,,108,116M¤é²±«ÌªF,16.70,0,4000 
109,116M¤é²±«ÌªF,16.75,0,3000,,110,116M¤é²±«ÌªF,16.80,0,4000 
111,116M¤é²±«ÌªF,16.85,0,4000,,112,116M¤é²±«ÌªF,16.90,0,4000 
113,116M¤é²±«ÌªF,16.95,0,3000,,114,116M¤é²±«ÌªF,17.00,0,3000 
115,116M¤é²±«ÌªF,17.05,0,1000,,116,116N¤é²±¥Ã±d,17.00,15000,15000 
117,116N¤é²±¥Ã±d,17.05,1000,1000,,118,116N¤é²±¥Ã±d,17.10,0,10000 
119,116P¤é²±«H¸q,16.55,0,1000,,120,116P¤é²±«H¸q,16.60,0,1000 
121,116P¤é²±«H¸q,16.65,0,1000,,122,116P¤é²±«H¸q,16.80,0,1000 
123,116P¤é²±«H¸q,16.85,0,1000,,124,116P¤é²±«H¸q,16.90,0,1000 
125,116P¤é²±«H¸q,16.95,0,1000,,126,116P¤é²±«H¸q,17.00,0,1000 
127,116P¤é²±«H¸q,17.10,0,1000,,128,116Q¤é²±¤GªL,16.70,0,1000 
129,116S¤é²±·s²ø,16.85,1000,0,,130,116S¤é²±·s²ø,17.00,0,3000 
131,116U¤é²±®ç¶é,16.85,0,1000,,132,116V¤é²±¤æ¤»,16.90,20000,0 
133,116V¤é²±¤æ¤»,17.05,0,20000,,134,116Z¤é²±¤¤©M,16.40,0,1000 
